,last_move,predicted_position,target_position,shape,region,color,steps,time
417,right,[29  9],[9 3],W,top,green,20,2.235004186630249
418,right,[29  9],[6 7],W,center,green,20,2.2554922103881836
419,right,[29  9],[ 6 13],W,bottom,green,20,2.3517439365386963
420,right,[29  9],[4 7],W,left,yellow,20,2.237229347229004
421,right,[29  9],[ 9 11],W,center,yellow,20,2.2349212169647217
422,right,[14  8],[6 8],W,center,yellow,20,2.2348573207855225
423,right,[22  2],[12  7],W,center,yellow,20,2.233503580093384
424,right,[29  9],[12 10],W,center,yellow,20,2.2352678775787354
425,up,[14 -4],[2 2],W,top left,yellow,20,2.236597776412964
426,right,[29  9],[ 8 12],W,center,yellow,20,2.2374863624572754
427,right,[29  9],[11  6],W,center,yellow,20,2.237260341644287
428,right,[29  9],[13 13],W,bottom right,yellow,20,2.248722791671753
429,right,[29  9],[16  9],W,right,yellow,20,2.2352304458618164
430,down,[ 9 29],[ 6 14],W,bottom,yellow,20,2.2344563007354736
431,right,[29  9],[16  8],W,right,yellow,20,2.2341701984405518
432,right,[29  9],[6 8],W,center,yellow,20,2.2331297397613525
433,right,[29  9],[6 8],W,center,yellow,20,2.236034870147705
434,left,[10  8],[6 7],W,center,yellow,20,2.2360756397247314
435,right,[15  9],[ 5 13],W,bottom left,yellow,20,2.2363662719726562
436,right,[13  9],[4 5],W,top left,yellow,20,2.2330427169799805
437,right,[29  9],[13  8],W,right,yellow,20,2.2329447269439697
438,right,[29  9],[16 14],W,bottom right,yellow,20,2.2325663566589355
439,left,[15  9],[3 8],W,left,yellow,20,2.233818769454956
440,right,[28  8],[ 7 14],W,bottom,cyan,20,2.2332639694213867
441,right,[29  9],[14 15],W,bottom right,cyan,20,2.2410097122192383
442,right,[29  9],[12 11],W,center,cyan,20,2.248309373855591
443,right,[29  9],[13 13],W,bottom right,cyan,20,2.2390260696411133
444,up,[11 -9],[9 7],W,center,cyan,20,2.234299898147583
445,right,[28  8],[8 5],W,top,cyan,20,2.3421216011047363
446,right,[29  9],[ 9 10],W,center,cyan,20,2.301833152770996
447,up,[ 10 -10],[4 9],W,left,cyan,20,2.241593599319458
448,right,[27  7],[6 7],W,center,cyan,20,2.2438220977783203
449,right,[7 9],[ 3 10],W,left,cyan,20,2.2443978786468506
450,right,[29  9],[9 7],W,center,cyan,20,2.240901231765747
451,right,[29  9],[14  4],W,top right,cyan,20,2.236889600753784
452,right,[29  9],[ 8 15],W,bottom,cyan,20,2.23449969291687
453,left,[7 9],[ 5 10],W,left,cyan,20,2.234832525253296
454,right,[29  9],[13  7],W,right,cyan,20,2.230315923690796
455,right,[29  9],[ 9 12],W,center,cyan,20,2.228510856628418
456,right,[29  9],[13  6],W,right,cyan,20,2.229649543762207
457,right,[7 9],[ 5 11],W,left,cyan,20,2.2379069328308105
458,right,[29  9],[11 10],W,center,cyan,20,2.229539394378662
459,right,[29  9],[15 16],W,bottom right,cyan,20,2.2292635440826416
460,right,[29  9],[5 2],W,top left,magenta,20,2.2438278198242188
461,right,[28  8],[12 14],W,bottom,magenta,20,2.2290701866149902
462,right,[29  9],[2 3],W,top left,magenta,20,2.229712963104248
463,right,[29  9],[ 2 13],W,bottom left,magenta,20,2.227931022644043
464,left,[13  9],[ 3 10],W,left,magenta,20,2.23246169090271
465,right,[29  9],[15  5],W,top right,magenta,20,2.230808734893799
466,right,[29  9],[ 6 13],W,bottom,magenta,20,2.2283337116241455
467,right,[29  9],[14 14],W,bottom right,magenta,20,2.2324562072753906
468,right,[29  9],[7 9],W,center,magenta,20,2.2329256534576416
469,right,[29  9],[7 5],W,top,magenta,20,2.2325987815856934
470,right,[29  9],[2 6],W,left,magenta,20,2.2315521240234375
471,right,[29  9],[14 16],W,bottom right,magenta,20,2.232954263687134
472,right,[29  9],[6 3],W,top,magenta,20,2.367568016052246
473,left,[-11   9],[8 6],W,center,magenta,20,2.2333362102508545
474,right,[29  9],[2 2],W,top left,magenta,20,2.2304813861846924
475,right,[29  9],[13 12],W,right,magenta,20,2.2312095165252686
476,right,[29  9],[16 13],W,bottom right,magenta,20,2.2339844703674316
477,right,[29  9],[8 5],W,top,magenta,20,2.2367732524871826
478,right,[29  9],[ 7 14],W,bottom,magenta,20,2.2345502376556396
479,right,[29  9],[15 11],W,right,magenta,20,2.2360637187957764
480,left,[11  9],[4 6],X,left,red,20,2.2356796264648438
481,left,[-11   9],[12 11],X,center,red,20,2.2362234592437744
482,right,[29  9],[ 3 15],X,bottom left,red,20,2.2388217449188232
483,left,[9 9],[12  3],X,top,red,20,2.2365682125091553
484,right,[29  9],[ 8 13],X,bottom,red,20,2.2352702617645264
485,down,[9 9],[6 2],X,top,red,20,2.233473300933838
486,left,[-9  9],[ 4 15],X,bottom left,red,20,2.2352166175842285
487,right,[29  9],[12  5],X,top,red,20,2.234091281890869
488,right,[29  9],[15  5],X,top right,red,20,2.2357800006866455
489,right,[29  9],[15 10],X,right,red,20,2.2334094047546387
490,right,[12  8],[12  8],X,center,red,20,2.2336151599884033
491,right,[29  9],[ 6 13],X,bottom,red,20,2.2308144569396973
492,right,[29  9],[13  5],X,top right,red,20,2.2352495193481445
493,right,[29  9],[ 7 11],X,center,red,20,2.235370397567749
494,left,[11  9],[2 6],X,left,red,20,2.2334835529327393
495,right,[29  9],[12  2],X,top,red,20,2.2325897216796875
496,up,[11 -9],[3 7],X,left,red,20,2.2333199977874756
497,right,[29  9],[8 7],X,center,red,20,2.233069896697998
498,right,[29  9],[10 15],X,bottom,red,20,2.2339277267456055
499,right,[1 9],[12 12],X,center,red,20,2.375884771347046
500,right,[29  9],[16 13],X,bottom right,blue,20,2.233074188232422
501,down,[9 9],[ 5 15],X,bottom left,blue,20,2.2330965995788574
502,right,[29  9],[ 9 16],X,bottom,blue,20,2.2334163188934326
503,right,[29  9],[9 8],X,center,blue,20,2.2339532375335693
504,right,[29  9],[13 11],X,right,blue,20,2.2339601516723633
505,right,[29  9],[13 10],X,right,blue,20,2.233612060546875
506,left,[-11   9],[2 3],X,top left,blue,20,2.2343459129333496
507,right,[29  9],[ 6 15],X,bottom,blue,20,2.2347753047943115
508,right,[29  9],[10  3],X,top,blue,20,2.2333641052246094
509,right,[29  9],[ 9 11],X,center,blue,20,2.239880323410034
510,left,[11  9],[ 4 11],X,left,blue,20,2.2327218055725098
511,right,[29  9],[14 10],X,right,blue,20,2.2314305305480957
512,right,[29  9],[13  6],X,right,blue,20,2.232525587081909
513,right,[29  9],[10 10],X,center,blue,20,2.239884614944458
514,right,[29  9],[ 6 10],X,center,blue,20,2.233154296875
515,right,[29  9],[16 10],X,right,blue,20,2.2331082820892334
516,right,[29  9],[11 13],X,bottom,blue,20,2.23337459564209
517,right,[29  9],[15  5],X,top right,blue,20,2.2550103664398193
518,right,[29  9],[13 11],X,right,blue,20,2.2449259757995605
519,right,[29  9],[16  3],X,top right,blue,20,2.2269458770751953
520,right,[29  9],[14  8],X,right,green,20,2.230963706970215
521,right,[29  9],[ 5 14],X,bottom left,green,20,2.2337887287139893
522,right,[29  9],[13 11],X,right,green,20,2.2291173934936523
523,right,[10 10],[ 4 14],X,bottom left,green,20,2.271331310272217
524,up,[  9 -11],[4 4],X,top left,green,20,2.2493162155151367
525,up,[  9 -11],[7 9],X,center,green,20,2.266923427581787
526,right,[29  9],[15 16],X,bottom right,green,20,2.343008518218994
527,right,[29  9],[11  8],X,center,green,20,2.233978509902954
528,right,[29  9],[11 10],X,center,green,20,2.2365946769714355
529,up,[  9 -11],[5 3],X,top left,green,20,2.2332053184509277
530,right,[29  9],[ 6 16],X,bottom,green,20,2.235145092010498
531,right,[22  2],[13 16],X,bottom right,green,20,2.2309744358062744
532,up,[  9 -11],[ 3 16],X,bottom left,green,20,2.2316641807556152
533,left,[7 9],[ 4 12],X,left,green,20,2.2282533645629883
534,up,[  9 -11],[ 2 16],X,bottom left,green,20,2.2303414344787598
535,right,[29  9],[14  7],X,right,green,20,2.2315101623535156
536,left,[11  9],[4 6],X,left,green,20,2.2363972663879395
537,left,[9 9],[11  8],X,center,green,20,2.234757661819458
538,right,[29  9],[14  3],X,top right,green,20,2.232977867126465
539,right,[28  8],[ 2 13],X,bottom left,green,20,2.227452039718628
540,left,[9 9],[13  4],X,top right,yellow,20,2.2434093952178955
541,right,[29  9],[12  3],X,top,yellow,20,2.225402355194092
542,right,[29  9],[12  8],X,center,yellow,20,2.225069999694824
543,right,[7 9],[10  2],X,top,yellow,20,2.2262520790100098
544,left,[9 9],[ 3 10],X,left,yellow,20,2.2290706634521484
545,right,[29  9],[7 7],X,center,yellow,20,2.2288308143615723
546,up,[  9 -11],[6 4],X,top,yellow,20,2.2290232181549072
547,up,[  9 -11],[10 12],X,center,yellow,20,2.23241925239563
548,right,[29  9],[16  5],X,top right,yellow,20,2.2549917697906494
549,right,[29  9],[16 16],X,bottom right,yellow,20,2.2351536750793457
550,right,[29  9],[15 12],X,right,yellow,20,2.234745979309082
551,right,[29  9],[14  2],X,top right,yellow,20,2.238250255584717
552,right,[29  9],[9 4],X,top,yellow,20,2.372210741043091
553,right,[29  9],[12  5],X,top,yellow,20,2.3801918029785156
554,up,[11  9],[ 9 15],X,bottom,yellow,20,2.2931909561157227
555,left,[-11   9],[10  6],X,center,yellow,20,2.256464958190918
556,right,[28  8],[14  3],X,top right,yellow,20,2.2572438716888428
557,right,[29  9],[ 8 16],X,bottom,yellow,20,2.260233163833618
558,right,[29  9],[ 8 16],X,bottom,yellow,20,2.2523488998413086
559,right,[29  9],[10 11],X,center,yellow,20,2.251676559448242
560,right,[3 9],[ 5 12],X,left,cyan,20,2.2540671825408936
561,right,[29  9],[16 13],X,bottom right,cyan,20,2.262878656387329
562,right,[29  9],[11  9],X,center,cyan,20,2.258808135986328
563,left,[9 9],[4 8],X,left,cyan,20,2.2749874591827393
564,right,[29  9],[8 3],X,top,cyan,20,2.263521671295166
565,right,[29  9],[ 8 13],X,bottom,cyan,20,2.2612931728363037
566,right,[29  9],[7 5],X,top,cyan,20,2.25435471534729
567,right,[29  9],[3 2],X,top left,cyan,20,2.2568438053131104
568,right,[29  9],[10  8],X,center,cyan,20,2.2498342990875244
569,right,[7 9],[ 2 12],X,left,cyan,20,2.2482006549835205
570,right,[29  9],[10 13],X,bottom,cyan,20,2.2489089965820312
571,left,[11  9],[ 2 10],X,left,cyan,20,2.2518246173858643
572,right,[29  9],[ 2 14],X,bottom left,cyan,20,2.2517693042755127
573,right,[29  9],[15  8],X,right,cyan,20,2.2494430541992188
574,right,[29  9],[9 7],X,center,cyan,20,2.2542524337768555
575,up,[  9 -11],[11  9],X,center,cyan,20,2.265817403793335
576,right,[25  5],[15  5],X,top right,cyan,20,2.252983331680298
577,left,[15  7],[11  8],X,center,cyan,20,2.2512717247009277
578,left,[7 9],[3 4],X,top left,cyan,20,2.258242130279541
579,right,[28  8],[16  6],X,right,cyan,20,2.4513020515441895
580,right,[29  9],[15 16],X,bottom right,magenta,20,2.267324447631836
581,left,[-11   9],[ 3 12],X,left,magenta,20,2.3060383796691895
582,right,[29  9],[8 2],X,top,magenta,20,2.2584657669067383
583,right,[29  9],[10 11],X,center,magenta,20,2.2599143981933594
584,right,[29  9],[14  8],X,right,magenta,20,2.254638195037842
585,right,[29  9],[13  7],X,right,magenta,20,2.2544755935668945
586,right,[29  9],[ 2 13],X,bottom left,magenta,20,2.253978729248047
587,right,[29  9],[15 11],X,right,magenta,20,2.2501347064971924
588,right,[29  9],[13 14],X,bottom right,magenta,20,2.257107973098755
589,right,[29  9],[ 6 16],X,bottom,magenta,20,2.2509262561798096
590,right,[29  9],[ 2 14],X,bottom left,magenta,20,2.2587625980377197
591,right,[29  9],[ 2 15],X,bottom left,magenta,20,2.249868154525757
592,right,[29  9],[10  7],X,center,magenta,20,2.2494921684265137
593,right,[29  9],[11  8],X,center,magenta,20,2.2552599906921387
594,right,[29  9],[ 8 10],X,center,magenta,20,2.2565364837646484
595,right,[29  9],[2 5],X,top left,magenta,20,2.2525265216827393
596,right,[28 10],[12  2],X,top,magenta,20,2.2489850521087646
597,left,[7 9],[15  8],X,right,magenta,20,2.247124195098877
598,right,[29  9],[ 9 10],X,center,magenta,20,2.2469499111175537
599,right,[29  9],[8 6],X,center,magenta,20,2.246225118637085
600,left,[-11   9],[ 2 11],Z,left,red,20,2.248668670654297
601,right,[28  8],[ 7 10],Z,center,red,20,2.250908851623535
602,right,[28 10],[ 6 14],Z,bottom,red,20,2.2498695850372314
603,right,[29  9],[12  4],Z,top,red,20,2.248009443283081
604,up,[ 0 -2],[2 3],Z,top left,red,20,2.2530033588409424
605,right,[29  9],[16  9],Z,right,red,20,2.367858648300171
606,right,[29  9],[16  7],Z,right,red,20,2.2742063999176025
607,up,[  8 -10],[3 7],Z,left,red,20,2.23761248588562
608,right,[29  9],[11 14],Z,bottom,red,20,2.236259937286377
609,right,[29  9],[14  6],Z,right,red,20,2.237617254257202
610,right,[9 9],[4 7],Z,left,red,20,2.2365660667419434
611,up,[  9 -11],[11  4],Z,top,red,20,2.2446799278259277
612,right,[29  9],[11  4],Z,top,red,20,2.2529618740081787
613,right,[29  9],[15 11],Z,right,red,20,2.2545130252838135
614,right,[14  8],[10 12],Z,center,red,20,2.250293493270874
615,right,[29  9],[16  9],Z,right,red,20,2.2475507259368896
616,right,[29  9],[16  7],Z,right,red,20,2.248875617980957
617,up,[ 9 15],[ 2 15],Z,bottom left,red,20,2.245572805404663
618,right,[29  9],[13  9],Z,right,red,20,2.245866298675537
619,right,[25  5],[6 4],Z,top,red,20,2.2463552951812744
620,right,[29  9],[4 2],Z,top left,blue,20,2.3544297218322754
621,left,[11  9],[ 5 13],Z,bottom left,blue,20,2.245370626449585
622,right,[29  9],[16 15],Z,bottom right,blue,20,2.2523553371429443
623,right,[29  9],[16 13],Z,bottom right,blue,20,2.2550439834594727
624,up,[13 -7],[4 4],Z,top left,blue,20,2.256742477416992
625,right,[29  9],[14  6],Z,right,blue,20,2.2583136558532715
626,right,[29  9],[ 9 11],Z,center,blue,20,2.2695062160491943
627,right,[29  9],[13 15],Z,bottom right,blue,20,2.2561893463134766
628,right,[9 9],[3 8],Z,left,blue,20,2.2531347274780273
629,right,[29  9],[13 13],Z,bottom right,blue,20,2.252002477645874
630,right,[29  9],[8 8],Z,center,blue,20,2.250157594680786
631,right,[29  9],[13 14],Z,bottom right,blue,20,2.271705389022827
632,right,[29  9],[10  2],Z,top,blue,20,2.362412691116333
633,right,[29  9],[ 7 15],Z,bottom,blue,20,2.2705860137939453
634,right,[29  9],[13  8],Z,right,blue,20,2.249764919281006
635,right,[29  9],[10 14],Z,bottom,blue,20,2.2489516735076904
636,left,[11  9],[ 2 14],Z,bottom left,blue,20,2.2473418712615967
637,right,[29  9],[15  2],Z,top right,blue,20,2.2465531826019287
638,right,[29  9],[9 4],Z,top,blue,20,2.247173547744751
639,right,[29  9],[15  6],Z,right,blue,20,2.2463529109954834
640,right,[29  9],[14  6],Z,right,green,20,2.2466652393341064
641,right,[28  8],[3 2],Z,top left,green,20,2.246365785598755
642,right,[29  9],[ 7 13],Z,bottom,green,20,2.246506929397583
643,right,[29  9],[13 11],Z,right,green,20,2.2431225776672363
644,left,[9 9],[ 4 11],Z,left,green,20,2.247568368911743
645,right,[26 12],[ 6 16],Z,bottom,green,20,2.260500907897949
646,right,[27 11],[ 9 15],Z,bottom,green,20,2.2479195594787598
647,right,[29  9],[16 12],Z,right,green,20,2.2505617141723633
648,up,[ 10 -10],[5 4],Z,top left,green,20,2.2465529441833496
649,right,[29  9],[15  9],Z,right,green,20,2.2517333030700684
650,right,[29  9],[15  9],Z,right,green,20,2.2462754249572754
651,up,[ 10 -10],[8 9],Z,center,green,20,2.2475531101226807
652,right,[29  9],[8 3],Z,top,green,20,2.2481534481048584
653,right,[29  9],[ 8 14],Z,bottom,green,20,2.2504913806915283
654,right,[29  9],[11 13],Z,bottom,green,20,2.2500193119049072
655,down,[ 9 29],[ 6 13],Z,bottom,green,20,2.260706901550293
656,right,[29  9],[10 16],Z,bottom,green,20,2.265519618988037
657,right,[29  9],[ 7 11],Z,center,green,20,2.269728422164917
658,right,[10  4],[ 4 11],Z,left,green,20,2.356161117553711
659,right,[29  9],[5 7],Z,left,green,20,2.2735400199890137
660,right,[29  9],[6 5],Z,top,yellow,20,2.258584499359131
661,right,[29  9],[ 8 13],Z,bottom,yellow,20,2.258500814437866
662,up,[12 -8],[5 2],Z,top left,yellow,20,2.2594847679138184
663,right,[29  9],[14 14],Z,bottom right,yellow,20,2.2568466663360596
664,right,[29  9],[16 12],Z,right,yellow,20,2.2586846351623535
665,left,[-11   9],[ 3 11],Z,left,yellow,20,2.2566535472869873
666,up,[ 6 -8],[2 7],Z,left,yellow,20,2.2569291591644287
667,right,[27  7],[8 3],Z,top,yellow,20,2.2610418796539307
668,left,[11  9],[2 9],Z,left,yellow,20,2.254695415496826
669,right,[29  9],[15  2],Z,top right,yellow,20,2.2578463554382324
670,up,[12 -8],[6 3],Z,top,yellow,20,2.2552649974823
671,right,[28  8],[11  4],Z,top,yellow,20,2.2559962272644043
672,up,[  9 -11],[7 5],Z,top,yellow,20,2.2619781494140625
673,right,[29  9],[3 6],Z,left,yellow,20,2.2536251544952393
674,right,[ 4 10],[ 7 16],Z,bottom,yellow,20,2.253164052963257
675,right,[29  9],[ 7 10],Z,center,yellow,20,2.2554128170013428
676,right,[29  9],[11  7],Z,center,yellow,20,2.2607486248016357
677,right,[29  9],[9 3],Z,top,yellow,20,2.2563180923461914
678,right,[29  9],[6 7],Z,center,yellow,20,2.254716634750366
679,up,[ 9 15],[ 6 13],Z,bottom,yellow,20,2.254878520965576
680,right,[27  7],[4 7],Z,left,cyan,20,2.256450653076172
681,up,[  9 -11],[ 9 11],Z,center,cyan,20,2.257103204727173
682,right,[16  6],[6 8],Z,center,cyan,20,2.2507901191711426
683,right,[29  9],[12  7],Z,center,cyan,20,2.247481346130371
684,right,[29  9],[12 10],Z,center,cyan,20,2.2502365112304688
685,right,[27  7],[2 2],Z,top left,cyan,20,2.3999595642089844
686,right,[29  9],[ 8 12],Z,center,cyan,20,2.248093366622925
687,right,[29  9],[11  6],Z,center,cyan,20,2.2463581562042236
688,right,[29  9],[13 13],Z,bottom right,cyan,20,2.2500357627868652
689,right,[29  9],[16  9],Z,right,cyan,20,2.250162124633789
690,left,[10 12],[ 6 14],Z,bottom,cyan,20,2.2500643730163574
691,right,[29  9],[16  8],Z,right,cyan,20,2.254629611968994
692,up,[13 -7],[6 8],Z,center,cyan,20,2.255021333694458
693,right,[28  8],[6 8],Z,center,cyan,20,2.2963757514953613
694,up,[ 4 -6],[6 7],Z,center,cyan,20,2.257331371307373
695,right,[14  8],[ 5 13],Z,bottom left,cyan,20,2.2596919536590576
696,up,[  9 -11],[4 5],Z,top left,cyan,20,2.2587766647338867
697,right,[29  9],[13  8],Z,right,cyan,20,2.256972074508667
698,right,[29  9],[16 14],Z,bottom right,cyan,20,2.257690191268921
699,up,[ 8 -8],[3 8],Z,left,cyan,20,2.2582783699035645
700,right,[29  9],[ 7 14],Z,bottom,magenta,20,2.2686715126037598
701,right,[29  9],[14 15],Z,bottom right,magenta,20,2.2582082748413086
702,right,[29  9],[12 11],Z,center,magenta,20,2.2570059299468994
703,right,[29  9],[13 13],Z,bottom right,magenta,20,2.259507656097412
704,right,[27  7],[9 7],Z,center,magenta,20,2.2565786838531494
705,right,[29  9],[8 5],Z,top,magenta,20,2.2581679821014404
706,right,[29  9],[ 9 10],Z,center,magenta,20,2.258104085922241
707,right,[13  9],[4 9],Z,left,magenta,20,2.2600748538970947
708,right,[21  1],[6 7],Z,center,magenta,20,2.258924961090088
709,right,[11  9],[ 3 10],Z,left,magenta,20,2.255828619003296
710,right,[29  9],[9 7],Z,center,magenta,20,2.254209518432617
711,right,[29  9],[14  4],Z,top right,magenta,20,2.3750226497650146
712,right,[29  9],[ 8 15],Z,bottom,magenta,20,2.3469934463500977
713,right,[13  9],[ 5 10],Z,left,magenta,20,2.2484588623046875
714,right,[29  9],[13  7],Z,right,magenta,20,2.24556827545166
715,right,[29  9],[ 9 12],Z,center,magenta,20,2.246365547180176
716,right,[29  9],[13  6],Z,right,magenta,20,2.2463417053222656
717,right,[5 9],[ 5 11],Z,left,magenta,20,2.245243787765503
718,right,[29  9],[11 10],Z,center,magenta,20,2.244623899459839
719,right,[29  9],[15 16],Z,bottom right,magenta,20,2.264277696609497
