,last_move,predicted_position,target_position,shape,region,color,steps,time
402,grip,[14  2],[14  2],W,top right,green,15,4.487732887268066
403,grip,[14 10],[14 10],W,right,green,7,2.060112953186035
404,grip,[11  7],[11  7],W,center,green,5,1.4998769760131836
405,grip,[12  9],[12  9],W,center,green,4,1.2279775142669678
406,left,[-4  2],[4 6],W,left,green,20,5.576411247253418
407,grip,[13  6],[13  6],W,right,green,8,2.3358242511749268
408,grip,[ 3 11],[ 3 11],W,left,green,10,3.046212673187256
409,grip,[13 11],[13 11],W,right,green,7,2.054344654083252
410,grip,[16 12],[16 11],W,right,green,14,4.112576484680176
411,grip,[12  6],[12  6],W,center,green,7,2.0521459579467773
412,grip,[ 3 15],[ 3 15],W,bottom left,green,13,3.7197515964508057
413,grip,[11  7],[11  7],W,center,green,5,1.4957220554351807
414,grip,[15 14],[15 14],W,bottom right,green,12,3.4473910331726074
415,up,[10  8],[13  6],W,right,green,20,5.564586877822876
416,grip,[2 8],[12  2],W,top,green,9,2.6099038124084473
417,grip,[11 13],[11 13],W,bottom,green,7,2.053572177886963
418,grip,[2 4],[2 4],W,top left,green,13,3.72340989112854
419,grip,[14 10],[14 10],W,right,green,7,2.0553081035614014
420,grip,[15 16],[15 16],W,bottom right,yellow,20,5.672370672225952
421,grip,[11 11],[11 11],W,center,yellow,5,1.4987854957580566
422,grip,[15 14],[ 4 11],W,left,yellow,16,4.558663368225098
423,grip,[ 7 16],[ 7 16],W,bottom,yellow,10,2.9044442176818848
424,grip,[12  6],[12  6],W,center,yellow,7,2.0522820949554443
425,grip,[9 9],[9 9],W,center,yellow,1,0.3831901550292969
426,grip,[ 5 16],[ 5 16],W,bottom left,yellow,12,3.4413905143737793
427,grip,[ 2 16],[ 2 16],W,bottom left,yellow,15,4.275819540023804
428,grip,[13 16],[14 16],W,bottom right,yellow,12,3.5044727325439453
429,grip,[11  6],[12  6],W,center,yellow,6,1.7740156650543213
430,grip,[ 9 15],[10 15],W,bottom,yellow,7,2.0509324073791504
431,grip,[ 4 16],[ 4 16],W,bottom left,yellow,13,3.7198586463928223
432,grip,[3 7],[3 7],W,left,yellow,10,2.993565320968628
433,down,[14 22],[11 14],W,bottom,yellow,20,5.563371658325195
434,grip,[ 4 15],[ 4 15],W,bottom left,yellow,12,3.44102144241333
435,grip,[10 12],[10 12],W,center,yellow,5,1.5081970691680908
436,grip,[13 16],[14 16],W,bottom right,yellow,13,3.819733142852783
437,left,[7 7],[7 7],W,center,yellow,20,5.559746503829956
438,grip,[15 14],[15 14],W,bottom right,yellow,18,5.839330673217773
439,grip,[15  6],[15  6],W,right,yellow,10,2.8857717514038086
440,grip,[ 9 15],[ 9 15],W,bottom,cyan,7,2.0504848957061768
441,up,[4 8],[5 7],W,left,cyan,20,5.564950942993164
442,grip,[10  6],[10  6],W,center,cyan,5,1.4946229457855225
443,grip,[ 7 15],[ 7 15],W,bottom,cyan,9,2.605797290802002
444,down,[13 25],[11 13],W,bottom,cyan,20,5.559209585189819
445,grip,[12  5],[13  5],W,top right,cyan,9,2.8527791500091553
446,grip,[2 2],[2 2],W,top left,cyan,15,4.3962931632995605
447,grip,[5 6],[5 6],W,left,cyan,8,2.327935218811035
448,grip,[15  7],[15  7],W,right,cyan,9,2.6065382957458496
449,grip,[12 15],[12 15],W,bottom,cyan,10,2.883544921875
450,down,[15 23],[11 13],W,bottom,cyan,20,5.55682635307312
451,grip,[11 16],[11 16],W,bottom,cyan,10,2.8837177753448486
452,up,[ 10 -10],[7 2],W,top,cyan,20,5.5699169635772705
453,up,[  8 -10],[13  2],W,top right,cyan,20,5.713969469070435
454,up,[ 4 -6],[7 3],W,top,cyan,20,5.550828218460083
455,grip,[5 8],[5 8],W,left,cyan,16,4.5476672649383545
456,grip,[12  9],[12  9],W,center,cyan,4,1.2157814502716064
457,grip,[16 13],[16 13],W,bottom right,cyan,13,3.924361228942871
458,grip,[8 4],[9 4],W,top,cyan,7,2.0496809482574463
459,grip,[13 15],[13 15],W,bottom right,cyan,11,3.2497146129608154
460,grip,[13  4],[13  4],W,top right,magenta,11,3.351142168045044
461,grip,[16  6],[16  6],W,right,magenta,11,3.2313597202301025
462,right,[15 14],[16 14],W,bottom right,magenta,20,6.65772819519043
463,grip,[5 8],[5 8],W,left,magenta,6,1.7872776985168457
464,grip,[ 4 16],[ 3 16],W,bottom left,magenta,13,3.8306376934051514
465,grip,[14 12],[14 12],W,right,magenta,9,2.608454704284668
466,grip,[4 4],[4 5],W,top left,magenta,12,3.644528388977051
467,grip,[ 8 10],[ 9 10],W,center,magenta,3,0.9390740394592285
468,up,[10 -4],[10  6],W,center,magenta,20,5.560701608657837
469,grip,[ 6 13],[ 6 13],W,bottom,magenta,8,2.327787160873413
470,grip,[ 7 10],[ 7 10],W,center,magenta,4,1.2166671752929688
471,grip,[ 5 11],[ 5 11],W,left,magenta,7,2.0487773418426514
472,grip,[ 7 14],[ 7 14],W,bottom,magenta,8,2.328021287918091
473,right,[17  1],[16  3],W,top right,magenta,20,6.1418421268463135
474,grip,[ 7 11],[ 6 11],W,center,magenta,5,1.492685317993164
475,grip,[4 7],[4 7],W,left,magenta,8,2.326453447341919
476,grip,[12 16],[13 16],W,bottom right,magenta,11,3.2616114616394043
477,grip,[5 7],[5 7],W,left,magenta,7,2.050563097000122
478,grip,[ 9 13],[ 9 13],W,bottom,magenta,5,1.4938690662384033
479,up,[11 -9],[9 3],W,top,magenta,20,5.56377100944519
480,grip,[10 12],[10 12],X,center,red,5,1.4960246086120605
481,grip,[10  6],[10  6],X,center,red,5,1.5106232166290283
482,grip,[10  5],[10  5],X,top,red,6,1.8256208896636963
483,grip,[15  3],[15  3],X,top right,red,13,3.7223329544067383
484,grip,[ 4 13],[ 4 13],X,bottom left,red,10,2.885688304901123
485,down,[ 5 25],[ 5 13],X,bottom left,red,20,5.558470249176025
486,grip,[ 3 13],[ 3 13],X,bottom left,red,11,3.1634981632232666
487,grip,[ 7 13],[15 10],X,right,red,7,2.0531504154205322
488,grip,[11  9],[11  9],X,center,red,3,0.9396927356719971
489,grip,[12  7],[12  7],X,center,red,6,1.7730605602264404
490,grip,[16  4],[16  4],X,top right,red,14,4.101654529571533
491,grip,[11  3],[11  3],X,top,red,9,2.6093716621398926
492,grip,[7 7],[7 7],X,center,red,5,1.4948458671569824
493,up,[13  7],[9 3],X,top,red,20,5.560307741165161
494,grip,[7 3],[7 3],X,top,red,9,2.606997013092041
495,grip,[ 2 16],[ 2 16],X,bottom left,red,15,4.275753736495972
496,grip,[ 8 15],[ 8 15],X,bottom,red,8,2.3302645683288574
497,grip,[12  5],[12  5],X,top,red,8,2.3299317359924316
498,grip,[12  6],[12  6],X,center,red,7,2.053610324859619
499,grip,[14 16],[14 16],X,bottom right,red,13,3.717306613922119
500,grip,[ 8 12],[ 8 12],X,center,blue,5,1.4965193271636963
501,grip,[5 2],[5 2],X,top left,blue,12,3.440488338470459
502,grip,[ 6 14],[ 6 14],X,bottom,blue,9,2.6518595218658447
503,grip,[6 7],[6 7],X,center,blue,6,1.8008959293365479
504,grip,[12  3],[12  3],X,top,blue,10,2.8879458904266357
505,grip,[ 9 14],[ 9 14],X,bottom,blue,6,1.7731974124908447
506,grip,[10 11],[10 11],X,center,blue,4,1.2187564373016357
507,grip,[3 7],[3 7],X,left,blue,10,2.9941344261169434
508,grip,[10 13],[10 13],X,bottom,blue,6,1.7745578289031982
509,grip,[16  7],[16  7],X,right,blue,16,4.5566020011901855
510,up,[  9 -11],[2 2],X,top left,blue,20,5.565795183181763
511,grip,[12 12],[12 12],X,center,blue,7,2.0539519786834717
512,grip,[7 4],[7 4],X,top,blue,8,2.331664800643921
513,grip,[ 7 15],[ 7 15],X,bottom,blue,9,2.608105421066284
514,up,[  9 -11],[6 4],X,top,blue,20,5.603327751159668
515,up,[15 13],[13  3],X,top right,blue,20,5.543776035308838
516,grip,[12  8],[12  8],X,center,blue,5,1.4893407821655273
517,down,[8 8],[8 6],X,center,blue,20,5.545596599578857
518,grip,[8 7],[8 7],X,center,blue,4,1.209585428237915
519,grip,[7 3],[7 3],X,top,blue,9,2.592371702194214
520,grip,[15 10],[15 10],X,right,green,8,2.3183016777038574
521,grip,[13 12],[13 12],X,right,green,8,2.3233230113983154
522,grip,[8 8],[8 8],X,center,green,3,0.9364109039306641
523,grip,[ 3 16],[ 3 16],X,bottom left,green,14,4.096621036529541
524,grip,[ 6 11],[ 6 11],X,center,green,6,1.7853319644927979
525,grip,[3 4],[3 4],X,top left,green,12,3.441399574279785
526,grip,[12  7],[12  7],X,center,green,6,1.7686967849731445
527,up,[ 8 -8],[8 6],X,center,green,20,5.5486133098602295
528,grip,[11  9],[11  9],X,center,green,3,0.9445106983184814
529,grip,[3 8],[3 8],X,left,green,8,2.32206392288208
530,grip,[14  6],[14  6],X,right,green,9,2.5958569049835205
531,grip,[ 6 15],[ 6 15],X,bottom,green,10,2.872469425201416
532,grip,[16  8],[16  8],X,right,green,9,2.594393491744995
533,grip,[ 3 14],[ 3 14],X,bottom left,green,12,3.417095899581909
534,grip,[ 5 12],[ 5 12],X,left,green,8,2.315809726715088
535,grip,[7 8],[7 8],X,center,green,4,1.2102603912353516
536,grip,[6 9],[6 9],X,center,green,4,1.2139270305633545
537,grip,[ 8 11],[ 8 11],X,center,green,4,1.2097101211547852
538,grip,[13 15],[13 15],X,bottom right,green,11,3.1437795162200928
539,grip,[5 8],[5 8],X,left,green,6,1.7651515007019043
540,grip,[14 10],[14 10],X,right,yellow,7,2.041131019592285
541,grip,[ 3 12],[ 3 12],X,left,yellow,10,2.872480869293213
542,grip,[ 6 13],[ 6 13],X,bottom,yellow,8,2.3188960552215576
543,grip,[ 6 16],[ 6 16],X,bottom,yellow,11,3.174923896789551
544,grip,[10 15],[10 15],X,bottom,yellow,8,2.3308157920837402
545,grip,[ 8 11],[ 8 11],X,center,yellow,4,1.2217698097229004
546,grip,[16  7],[16  7],X,right,yellow,10,2.8870434761047363
547,grip,[16 10],[16 10],X,right,yellow,9,2.612107515335083
548,grip,[ 8 15],[ 8 15],X,bottom,yellow,8,2.3853511810302734
549,up,[ 4 -6],[7 2],X,top,yellow,20,5.567460298538208
550,grip,[ 5 13],[ 5 13],X,bottom left,yellow,9,2.6078367233276367
551,grip,[9 3],[9 3],X,top,yellow,7,2.0537636280059814
552,grip,[13 13],[13 13],X,bottom right,yellow,10,2.9965381622314453
553,grip,[12 12],[12 12],X,center,yellow,7,2.0520553588867188
554,grip,[10 16],[10 16],X,bottom,yellow,9,2.611058473587036
555,grip,[10 16],[10 16],X,bottom,yellow,9,2.609929084777832
556,grip,[14  2],[14  2],X,top right,yellow,16,4.872875213623047
557,grip,[14 10],[14 10],X,right,yellow,7,2.0543112754821777
558,grip,[11  7],[11  7],X,center,yellow,5,1.4970273971557617
559,grip,[12  9],[12  9],X,center,yellow,4,1.217578411102295
560,grip,[4 6],[4 6],X,left,cyan,9,2.617489814758301
561,down,[14  7],[13  6],X,right,cyan,20,5.668178081512451
562,grip,[ 3 11],[ 3 11],X,left,cyan,9,2.608060598373413
563,grip,[13 11],[13 11],X,right,cyan,7,2.052217960357666
564,grip,[16 11],[16 11],X,right,cyan,10,2.88639235496521
565,grip,[12  6],[12  6],X,center,cyan,7,2.0527777671813965
566,grip,[ 3 15],[ 3 15],X,bottom left,cyan,13,3.825406312942505
567,grip,[11  7],[11  7],X,center,cyan,5,1.496239423751831
568,grip,[15 14],[15 14],X,bottom right,cyan,12,3.542081117630005
569,grip,[13  6],[13  6],X,right,cyan,8,2.4106321334838867
570,grip,[16 13],[12  2],X,top,cyan,16,4.7448625564575195
571,grip,[11 13],[11 13],X,bottom,cyan,7,2.0696065425872803
572,up,[ 2 -4],[2 4],X,top left,cyan,20,5.737566709518433
573,grip,[14 10],[14 10],X,right,cyan,7,2.050856828689575
574,grip,[15 16],[15 16],X,bottom right,cyan,15,4.5029191970825195
575,down,[11 13],[11 11],X,center,cyan,20,5.568423271179199
576,grip,[ 4 11],[ 4 11],X,left,cyan,8,2.3222403526306152
577,grip,[ 7 16],[ 7 16],X,bottom,cyan,10,2.8769540786743164
578,grip,[12  6],[12  6],X,center,cyan,7,2.0448760986328125
579,grip,[9 9],[9 9],X,center,cyan,1,0.3809692859649658
580,grip,[ 5 16],[ 5 16],X,bottom left,magenta,12,3.5271201133728027
581,grip,[ 2 16],[ 2 16],X,bottom left,magenta,15,4.383054971694946
582,grip,[14 16],[14 16],X,bottom right,magenta,14,4.199878454208374
583,grip,[ 4 13],[12  6],X,center,magenta,10,2.872243642807007
584,grip,[10 15],[10 15],X,bottom,magenta,8,2.3200230598449707
585,grip,[ 4 16],[ 4 16],X,bottom left,magenta,13,3.832972288131714
586,grip,[3 7],[3 7],X,left,magenta,9,2.6016297340393066
587,grip,[11 14],[11 14],X,bottom,magenta,8,2.31742525100708
588,grip,[ 4 15],[ 4 15],X,bottom left,magenta,12,3.5765411853790283
589,grip,[10 12],[10 12],X,center,magenta,5,1.4882514476776123
590,down,[14 24],[14 16],X,bottom right,magenta,20,5.711203098297119
591,down,[5 9],[7 7],X,center,magenta,20,5.564701795578003
592,right,[14 14],[15 14],X,bottom right,magenta,20,5.726827621459961
593,grip,[ 6 15],[15  6],X,right,magenta,10,2.8875560760498047
594,grip,[ 9 15],[ 9 15],X,bottom,magenta,7,2.0515668392181396
595,grip,[5 7],[5 7],X,left,magenta,7,2.051147222518921
596,grip,[10  6],[10  6],X,center,magenta,5,1.4950640201568604
597,grip,[ 7 15],[ 7 15],X,bottom,magenta,9,2.6073989868164062
598,grip,[11 13],[11 13],X,bottom,magenta,7,2.051276922225952
599,grip,[13  5],[13  5],X,top right,magenta,11,3.4654459953308105
600,up,[ 2 -4],[2 2],Z,top left,red,20,5.561420679092407
601,left,[5 6],[5 6],Z,left,red,20,5.89446234703064
602,grip,[15  7],[15  7],Z,right,red,9,2.6152453422546387
603,grip,[11 15],[12 15],Z,bottom,red,10,2.993544578552246
604,right,[17 17],[11 13],Z,bottom,red,20,5.6240363121032715
605,grip,[11 16],[11 16],Z,bottom,red,10,2.8887240886688232
606,grip,[7 2],[7 2],Z,top,red,10,2.889822006225586
607,up,[14 -6],[13  2],Z,top right,red,20,5.56321907043457
608,up,[ 6 -8],[7 3],Z,top,red,20,5.562822103500366
609,grip,[5 8],[5 8],Z,left,red,6,1.7744085788726807
610,grip,[12  9],[12  9],Z,center,red,4,1.2239758968353271
611,down right,[11  9],[16 13],Z,bottom right,red,20,7.559139728546143
612,grip,[9 4],[9 4],Z,top,red,6,1.7738301753997803
613,grip,[12 15],[13 15],Z,bottom right,red,10,2.8831751346588135
614,grip,[13  4],[13  4],Z,top right,red,11,3.2654759883880615
615,grip,[12 13],[16  6],Z,right,red,8,2.3314874172210693
616,down right,[12 10],[16 14],Z,bottom right,red,20,7.237461566925049
617,grip,[5 8],[5 8],Z,left,red,7,2.1579010486602783
618,grip,[ 3 16],[ 3 16],Z,bottom left,red,14,3.998220920562744
619,grip,[14 12],[14 12],Z,right,red,11,3.3749592304229736
620,grip,[4 5],[4 5],Z,top left,blue,10,2.883981704711914
621,grip,[12  7],[ 9 10],Z,center,blue,6,1.8069806098937988
622,up,[13 13],[10  6],Z,center,blue,20,5.580432653427124
623,grip,[ 6 13],[ 6 13],Z,bottom,blue,8,2.3180360794067383
624,down,[ 6 10],[ 7 10],Z,center,blue,20,5.529114007949829
625,grip,[ 5 11],[ 5 11],Z,left,blue,7,2.042893409729004
626,grip,[ 7 14],[ 7 14],Z,bottom,blue,8,2.3178741931915283
627,grip,[15  3],[16  3],Z,top right,blue,13,3.7022957801818848
628,grip,[ 6 11],[ 6 11],Z,center,blue,6,1.7665157318115234
629,grip,[4 7],[4 7],Z,left,blue,8,2.3231756687164307
630,grip,[13 16],[13 16],Z,bottom right,blue,14,4.002013206481934
631,grip,[5 7],[5 7],Z,left,blue,7,2.051603078842163
632,grip,[ 9 13],[ 9 13],Z,bottom,blue,5,1.4957609176635742
633,up,[ 10 -10],[9 3],Z,top,blue,20,5.562711715698242
634,grip,[10 12],[10 12],Z,center,blue,5,1.4953007698059082
635,down,[9 7],[10  6],Z,center,blue,20,5.563623428344727
636,grip,[10  5],[10  5],Z,top,blue,6,1.7742908000946045
637,grip,[15  3],[15  3],Z,top right,blue,14,4.101665258407593
638,grip,[ 4 13],[ 4 13],Z,bottom left,blue,10,2.885374069213867
639,grip,[ 5 13],[ 5 13],Z,bottom left,blue,9,2.606532096862793
640,grip,[ 3 13],[ 3 13],Z,bottom left,green,11,3.2042555809020996
641,grip,[15 10],[15 10],Z,right,green,8,2.3770973682403564
642,grip,[11  9],[11  9],Z,center,green,3,0.9453518390655518
643,grip,[12  7],[12  7],Z,center,green,6,1.7691419124603271
644,up right,[11  8],[16  4],Z,top right,green,20,7.30588173866272
645,grip,[11  3],[11  3],Z,top,green,9,2.6193666458129883
646,down,[11  9],[7 7],Z,center,green,20,5.543018579483032
647,down,[8 2],[9 3],Z,top,green,20,5.5329718589782715
648,down,[5 7],[7 3],Z,top,green,20,5.530415058135986
649,grip,[ 2 16],[ 2 16],Z,bottom left,green,15,4.264078378677368
650,grip,[ 8 15],[ 8 15],Z,bottom,green,8,2.31715989112854
651,grip,[12  5],[12  5],Z,top,green,8,2.326997995376587
652,grip,[12  6],[12  6],Z,center,green,7,2.0391650199890137
653,grip,[14 16],[14 16],Z,bottom right,green,19,5.982937812805176
654,grip,[ 8 12],[ 8 12],Z,center,green,5,1.4856219291687012
655,grip,[5 2],[5 2],Z,top left,green,12,3.4219565391540527
656,grip,[ 6 14],[ 6 14],Z,bottom,green,9,2.5939760208129883
657,grip,[6 7],[6 7],Z,center,green,6,1.7650291919708252
658,up,[14 -6],[12  3],Z,top,green,20,5.603587627410889
659,grip,[ 9 14],[ 9 14],Z,bottom,green,6,1.7686753273010254
660,grip,[14  2],[10 11],Z,center,yellow,13,3.7220404148101807
661,grip,[3 7],[3 7],Z,left,yellow,10,2.9883713722229004
662,grip,[10 13],[10 13],Z,bottom,yellow,6,1.7741892337799072
663,grip,[16  7],[16  7],Z,right,yellow,10,2.8851842880249023
664,up,[ 2 -4],[2 2],Z,top left,yellow,20,5.56607985496521
665,grip,[ 6 16],[12 12],Z,center,yellow,11,3.168329954147339
666,up,[ 5 -7],[7 4],Z,top,yellow,20,5.563922643661499
667,grip,[ 7 15],[ 7 15],Z,bottom,yellow,9,2.6103649139404297
668,grip,[6 4],[6 4],Z,top,yellow,9,2.609445333480835
669,up,[14 -6],[13  3],Z,top right,yellow,20,5.560243368148804
670,grip,[12  8],[12  8],Z,center,yellow,5,1.496185302734375
671,up,[  9 -11],[8 6],Z,center,yellow,20,5.5605950355529785
672,grip,[8 7],[8 7],Z,center,yellow,4,1.2187273502349854
673,grip,[7 3],[7 3],Z,top,yellow,9,2.632890224456787
674,down,[14  9],[15 10],Z,right,yellow,20,5.743417739868164
675,grip,[13 12],[13 12],Z,right,yellow,8,2.4412081241607666
676,grip,[8 8],[8 8],Z,center,yellow,3,0.9457709789276123
677,down,[ 2 22],[ 3 16],Z,bottom left,yellow,20,5.601133823394775
678,grip,[ 6 11],[ 6 11],Z,center,yellow,6,1.785475492477417
679,grip,[3 4],[3 4],Z,top left,yellow,12,3.474071502685547
680,grip,[12  7],[12  7],Z,center,cyan,7,2.180246114730835
681,down,[6 8],[8 6],Z,center,cyan,20,5.5839385986328125
682,grip,[11  9],[11  9],Z,center,cyan,3,0.9384160041809082
683,grip,[3 8],[3 8],Z,left,cyan,8,2.328857660293579
684,grip,[14  6],[14  6],Z,right,cyan,12,3.7443888187408447
685,grip,[ 6 15],[ 6 15],Z,bottom,cyan,10,2.876324415206909
686,grip,[16  8],[16  8],Z,right,cyan,9,2.594031810760498
687,grip,[ 3 14],[ 3 14],Z,bottom left,cyan,12,3.5176777839660645
688,grip,[ 5 12],[ 5 12],Z,left,cyan,8,2.31371808052063
689,grip,[7 8],[7 8],Z,center,cyan,4,1.2086658477783203
690,grip,[6 9],[6 9],Z,center,cyan,4,1.2083840370178223
691,grip,[ 8 11],[ 8 11],Z,center,cyan,4,1.2067759037017822
692,grip,[13 15],[13 15],Z,bottom right,cyan,12,3.6179256439208984
693,left,[ 8 12],[5 8],Z,left,cyan,20,5.526445150375366
694,grip,[14 10],[14 10],Z,right,cyan,7,2.03682279586792
695,grip,[ 3 12],[ 3 12],Z,left,cyan,10,2.866124153137207
696,grip,[ 6 13],[ 6 13],Z,bottom,cyan,8,2.3167550563812256
697,grip,[ 6 16],[ 6 16],Z,bottom,cyan,11,3.2332077026367188
698,grip,[10 15],[10 15],Z,bottom,cyan,8,2.3270082473754883
699,grip,[ 8 11],[ 8 11],Z,center,cyan,4,1.215918779373169
700,grip,[15  7],[16  7],Z,right,magenta,9,2.6053354740142822
701,grip,[16 10],[16 10],Z,right,magenta,9,2.6049447059631348
702,grip,[ 8 15],[ 8 15],Z,bottom,magenta,8,2.3269691467285156
703,down,[9 3],[7 2],Z,top,magenta,20,5.554974555969238
704,grip,[ 5 13],[ 5 13],Z,bottom left,magenta,9,2.68080997467041
705,down,[9 5],[9 3],Z,top,magenta,20,5.56268048286438
706,grip,[13 13],[13 13],Z,bottom right,magenta,9,2.679384231567383
707,down,[12 16],[12 12],Z,center,magenta,20,5.555047988891602
708,grip,[ 9 16],[10 16],Z,bottom,magenta,8,2.3270981311798096
709,grip,[10 16],[10 16],Z,bottom,magenta,9,2.605041027069092
710,up,[11  3],[14  2],Z,top right,magenta,20,6.979831695556641
711,grip,[14 10],[14 10],Z,right,magenta,7,2.04752254486084
712,up,[11 -9],[11  7],Z,center,magenta,20,5.556660175323486
713,grip,[12  9],[12  9],Z,center,magenta,4,1.2157304286956787
714,down,[4 8],[4 6],Z,left,magenta,20,5.63116717338562
715,grip,[13  6],[13  6],Z,right,magenta,10,3.0899226665496826
716,grip,[ 3 11],[ 3 11],Z,left,magenta,9,2.603961229324341
717,grip,[13 11],[13 11],Z,right,magenta,10,3.1958205699920654
718,grip,[16 11],[16 11],Z,right,magenta,10,2.8807950019836426
719,grip,[12  6],[12  6],Z,center,magenta,7,2.0470125675201416
