,last_move,predicted_position,target_position,shape,region,color,steps,time
420,up,[9 7],[4 7],W,left,yellow,20,3.491727828979492
421,right,[29  9],[ 9 11],W,center,yellow,20,3.496157646179199
422,right,[29  9],[6 8],W,center,yellow,20,3.4890425205230713
423,up,[11 -9],[12  7],W,center,yellow,20,3.494413137435913
424,right,[29  9],[12 10],W,center,yellow,20,3.5001769065856934
425,up,[  9 -11],[2 2],W,top left,yellow,20,3.49687123298645
426,right,[29  9],[ 8 12],W,center,yellow,20,3.493614435195923
427,right,[29  9],[11  6],W,center,yellow,20,3.5507826805114746
428,right,[29  9],[13 13],W,bottom right,yellow,20,3.4923923015594482
429,right,[29  9],[16  9],W,right,yellow,20,3.5010874271392822
430,down,[9 9],[ 6 14],W,bottom,yellow,20,3.60221266746521
431,right,[29  9],[16  8],W,right,yellow,20,3.4906272888183594
432,right,[29  9],[6 8],W,center,yellow,20,3.49505615234375
433,right,[29  9],[6 8],W,center,yellow,20,3.4927518367767334
434,right,[29  9],[6 7],W,center,yellow,20,3.497425079345703
435,right,[29  9],[ 5 13],W,bottom left,yellow,20,3.496248245239258
436,up,[ 10 -10],[4 5],W,top left,yellow,20,3.4966397285461426
437,right,[29  9],[13  8],W,right,yellow,20,3.4915475845336914
438,right,[29  9],[16 14],W,bottom right,yellow,20,3.498070478439331
439,up,[  9 -11],[3 8],W,left,yellow,20,3.4921646118164062
440,right,[29  9],[ 7 14],W,bottom,cyan,20,3.4935739040374756
441,right,[29  9],[14 15],W,bottom right,cyan,20,3.495763063430786
442,right,[29  9],[12 11],W,center,cyan,20,3.4984629154205322
443,right,[27  7],[13 13],W,bottom right,cyan,20,3.4970619678497314
444,right,[29  9],[9 7],W,center,cyan,20,3.603454113006592
445,up,[  9 -11],[8 5],W,top,cyan,20,3.4866225719451904
446,right,[29  9],[ 9 10],W,center,cyan,20,3.486781120300293
447,right,[28  8],[4 9],W,left,cyan,20,3.490016222000122
448,right,[29  9],[6 7],W,center,cyan,20,3.488832950592041
449,right,[29  9],[ 3 10],W,left,cyan,20,3.4793763160705566
450,right,[29  9],[9 7],W,center,cyan,20,3.4892780780792236
451,right,[26  6],[14  4],W,top right,cyan,20,3.488133430480957
452,right,[29  9],[ 8 15],W,bottom,cyan,20,3.508253574371338
453,right,[29  9],[ 5 10],W,left,cyan,20,3.4980993270874023
454,right,[29  9],[13  7],W,right,cyan,20,3.497483491897583
455,right,[29  9],[ 9 12],W,center,cyan,20,3.497623920440674
456,right,[29  9],[13  6],W,right,cyan,20,3.5024092197418213
457,up,[17  5],[ 5 11],W,left,cyan,20,3.496556282043457
458,right,[29  9],[11 10],W,center,cyan,20,3.492910861968994
459,right,[29  9],[15 16],W,bottom right,cyan,20,3.508852243423462
460,right,[29  9],[5 2],W,top left,magenta,20,3.497921943664551
461,right,[25 13],[12 14],W,bottom,magenta,20,3.5970661640167236
462,right,[29  9],[2 3],W,top left,magenta,20,3.491589069366455
463,right,[29  9],[ 2 13],W,bottom left,magenta,20,3.4977924823760986
464,right,[29  9],[ 3 10],W,left,magenta,20,3.49936842918396
465,right,[29  9],[15  5],W,top right,magenta,20,3.5000298023223877
466,right,[29  9],[ 6 13],W,bottom,magenta,20,3.4956626892089844
467,right,[29  9],[14 14],W,bottom right,magenta,20,3.504589557647705
468,right,[29  9],[7 9],W,center,magenta,20,3.5007030963897705
469,right,[20  0],[7 5],W,top,magenta,20,3.505089044570923
470,right,[29  9],[2 6],W,left,magenta,20,3.5025405883789062
471,right,[29  9],[14 16],W,bottom right,magenta,20,3.495898723602295
472,right,[28  8],[6 3],W,top,magenta,20,3.494035482406616
473,right,[29  9],[8 6],W,center,magenta,20,3.496372938156128
474,right,[28  8],[2 2],W,top left,magenta,20,3.4940388202667236
475,right,[29  9],[13 12],W,right,magenta,20,3.495028018951416
476,right,[29  9],[16 13],W,bottom right,magenta,20,3.4947009086608887
477,right,[29  9],[8 5],W,top,magenta,20,3.49470853805542
478,right,[29  9],[ 7 14],W,bottom,magenta,20,3.6294455528259277
479,right,[29  9],[15 11],W,right,magenta,20,3.493208646774292
480,up,[ 10 -10],[4 6],X,left,red,20,3.495917558670044
481,right,[29  9],[12 11],X,center,red,20,3.4896347522735596
482,down,[ 9 11],[ 3 15],X,bottom left,red,20,3.5426297187805176
483,up,[11 -9],[12  3],X,top,red,20,3.5009772777557373
484,up,[14  8],[ 8 13],X,bottom,red,20,3.498427629470825
485,right,[29  9],[6 2],X,top,red,20,3.5024573802948
486,down,[9 9],[ 4 15],X,bottom left,red,20,3.499784231185913
487,right,[27  7],[12  5],X,top,red,20,3.523733615875244
488,right,[29  9],[15  5],X,top right,red,20,3.4999496936798096
489,right,[29  9],[15 10],X,right,red,20,3.491068124771118
490,right,[28  8],[12  8],X,center,red,20,3.4986014366149902
491,right,[29  9],[ 6 13],X,bottom,red,20,3.5715503692626953
492,right,[28  8],[13  5],X,top right,red,20,3.51071834564209
493,right,[29  9],[ 7 11],X,center,red,20,3.5098588466644287
494,up,[9 3],[2 6],X,left,red,20,3.50197172164917
495,up,[17 -3],[12  2],X,top,red,20,3.5975260734558105
496,down,[9 5],[3 7],X,left,red,20,3.495177745819092
497,right,[29  9],[8 7],X,center,red,20,3.494135618209839
498,right,[28  8],[10 15],X,bottom,red,20,3.4886019229888916
499,right,[29  9],[12 12],X,center,red,20,3.4904441833496094
500,right,[29  9],[16 13],X,bottom right,blue,20,3.48909330368042
501,down,[ 9 17],[ 5 15],X,bottom left,blue,20,3.4933347702026367
502,right,[29  9],[ 9 16],X,bottom,blue,20,3.4859604835510254
503,right,[29  9],[9 8],X,center,blue,20,3.500661849975586
504,right,[29  9],[13 11],X,right,blue,20,3.4952778816223145
505,right,[29  9],[13 10],X,right,blue,20,3.4967308044433594
506,up,[  9 -11],[2 3],X,top left,blue,20,3.496731758117676
507,right,[29  9],[ 6 15],X,bottom,blue,20,3.4986908435821533
508,up,[  9 -11],[10  3],X,top,blue,20,3.4959237575531006
509,right,[29  9],[ 9 11],X,center,blue,20,3.4941558837890625
510,down,[12  8],[ 4 11],X,left,blue,20,3.496251344680786
511,right,[29  9],[14 10],X,right,blue,20,3.506014585494995
512,right,[29  9],[13  6],X,right,blue,20,3.5798399448394775
513,right,[29  9],[10 10],X,center,blue,20,3.4965970516204834
514,right,[29  9],[ 6 10],X,center,blue,20,3.4912545680999756
515,right,[29  9],[16 10],X,right,blue,20,3.4917397499084473
516,right,[26  6],[11 13],X,bottom,blue,20,3.494892120361328
517,right,[29  9],[15  5],X,top right,blue,20,3.495582342147827
518,right,[29  9],[13 11],X,right,blue,20,3.5013253688812256
519,right,[29  9],[16  3],X,top right,blue,20,3.500541925430298
520,right,[29  9],[14  8],X,right,green,20,3.5070087909698486
521,up,[9 9],[ 5 14],X,bottom left,green,20,3.505199909210205
522,right,[29  9],[13 11],X,right,green,20,3.499246835708618
523,up,[9 9],[ 4 14],X,bottom left,green,20,3.5022292137145996
524,up,[  9 -11],[4 4],X,top left,green,20,3.5046780109405518
525,right,[29  9],[7 9],X,center,green,20,3.5015053749084473
526,right,[29  9],[15 16],X,bottom right,green,20,3.5031464099884033
527,right,[29  9],[11  8],X,center,green,20,3.4986212253570557
528,right,[29  9],[11 10],X,center,green,20,3.508716344833374
529,up,[  9 -11],[5 3],X,top left,green,20,3.5552027225494385
530,right,[29  9],[ 6 16],X,bottom,green,20,3.538067579269409
531,right,[29  9],[13 16],X,bottom right,green,20,3.502794027328491
532,up,[12  8],[ 3 16],X,bottom left,green,20,3.505059242248535
533,down,[11  7],[ 4 12],X,left,green,20,3.502735137939453
534,down,[9 9],[ 2 16],X,bottom left,green,20,3.501147747039795
535,right,[29  9],[14  7],X,right,green,20,3.496403932571411
536,up,[9 7],[4 6],X,left,green,20,3.4981982707977295
537,right,[29  9],[11  8],X,center,green,20,3.496925115585327
538,right,[29  9],[14  3],X,top right,green,20,3.5050082206726074
539,up,[9 9],[ 2 13],X,bottom left,green,20,3.494138479232788
540,right,[29  9],[13  4],X,top right,yellow,20,3.4945738315582275
541,right,[29  9],[12  3],X,top,yellow,20,3.4976582527160645
542,right,[29  9],[12  8],X,center,yellow,20,3.4924521446228027
543,up,[11 -9],[10  2],X,top,yellow,20,3.498975992202759
544,down,[10 10],[ 3 10],X,left,yellow,20,3.510281562805176
545,right,[29  9],[7 7],X,center,yellow,20,3.5110692977905273
546,up,[  9 -11],[6 4],X,top,yellow,20,3.5621683597564697
547,right,[26  6],[10 12],X,center,yellow,20,3.5466156005859375
548,right,[29  9],[16  5],X,top right,yellow,20,3.494220018386841
549,right,[29  9],[16 16],X,bottom right,yellow,20,3.4965457916259766
550,right,[29  9],[15 12],X,right,yellow,20,3.4924046993255615
551,right,[29  9],[14  2],X,top right,yellow,20,3.492033004760742
552,up,[ 10 -10],[9 4],X,top,yellow,20,3.4927496910095215
553,right,[29  9],[12  5],X,top,yellow,20,3.4883692264556885
554,right,[29  9],[ 9 15],X,bottom,yellow,20,3.4977574348449707
555,right,[29  9],[10  6],X,center,yellow,20,3.5005991458892822
556,right,[29  9],[14  3],X,top right,yellow,20,3.494948625564575
557,right,[29  9],[ 8 16],X,bottom,yellow,20,3.489792585372925
558,right,[29  9],[ 8 16],X,bottom,yellow,20,3.491124153137207
559,right,[29  9],[10 11],X,center,yellow,20,3.4925689697265625
560,down,[ 9 11],[ 5 12],X,left,cyan,20,3.494184732437134
561,right,[29  9],[16 13],X,bottom right,cyan,20,3.4992473125457764
562,right,[29  9],[11  9],X,center,cyan,20,3.5009968280792236
563,right,[29  9],[4 8],X,left,cyan,20,3.517559289932251
564,up,[15 -5],[8 3],X,top,cyan,20,3.626215934753418
565,right,[29  9],[ 8 13],X,bottom,cyan,20,3.5034284591674805
566,right,[27  7],[7 5],X,top,cyan,20,3.5015339851379395
567,up,[  9 -11],[3 2],X,top left,cyan,20,3.5014560222625732
568,right,[29  9],[10  8],X,center,cyan,20,3.5002315044403076
569,down,[11 11],[ 2 12],X,left,cyan,20,3.501533269882202
570,right,[29  9],[10 13],X,bottom,cyan,20,3.5032718181610107
571,down,[17  9],[ 2 10],X,left,cyan,20,3.4998743534088135
572,right,[29  9],[ 2 14],X,bottom left,cyan,20,3.5154519081115723
573,right,[29  9],[15  8],X,right,cyan,20,3.5262057781219482
574,right,[29  9],[9 7],X,center,cyan,20,3.495493173599243
575,right,[29  9],[11  9],X,center,cyan,20,3.4999492168426514
576,right,[29  9],[15  5],X,top right,cyan,20,3.499446153640747
577,right,[29  9],[11  8],X,center,cyan,20,3.4966022968292236
578,right,[28  8],[3 4],X,top left,cyan,20,3.5002899169921875
579,right,[29  9],[16  6],X,right,cyan,20,3.5263543128967285
580,right,[29  9],[15 16],X,bottom right,magenta,20,3.5188214778900146
581,right,[28  8],[ 3 12],X,left,magenta,20,3.646136999130249
582,right,[29  9],[8 2],X,top,magenta,20,3.5086214542388916
583,right,[29  9],[10 11],X,center,magenta,20,3.5034186840057373
584,right,[29  9],[14  8],X,right,magenta,20,3.498971462249756
585,right,[29  9],[13  7],X,right,magenta,20,3.493455410003662
586,up,[14 12],[ 2 13],X,bottom left,magenta,20,3.499321222305298
587,right,[29  9],[15 11],X,right,magenta,20,3.5009515285491943
588,right,[29  9],[13 14],X,bottom right,magenta,20,3.495833158493042
589,right,[29  9],[ 6 16],X,bottom,magenta,20,3.4882333278656006
590,up,[9 9],[ 2 14],X,bottom left,magenta,20,3.4872617721557617
591,down,[10 12],[ 2 15],X,bottom left,magenta,20,3.4947729110717773
592,right,[29  9],[10  7],X,center,magenta,20,3.4876511096954346
593,right,[29  9],[11  8],X,center,magenta,20,3.493248701095581
594,right,[29  9],[ 8 10],X,center,magenta,20,3.492351770401001
595,right,[25  9],[2 5],X,top left,magenta,20,3.494281530380249
596,right,[29  9],[12  2],X,top,magenta,20,3.491767644882202
597,right,[29  9],[15  8],X,right,magenta,20,3.4928271770477295
598,right,[29  9],[ 9 10],X,center,magenta,20,3.614445209503174
599,right,[29  9],[8 6],X,center,magenta,20,3.496943473815918
600,down,[9 1],[ 2 11],Z,left,red,20,3.493630886077881
601,down,[17  5],[ 7 10],Z,center,red,20,3.498788833618164
602,down,[13 25],[ 6 14],Z,bottom,red,20,3.5010478496551514
603,right,[29  9],[12  4],Z,top,red,20,3.4964890480041504
604,up,[  9 -11],[2 3],Z,top left,red,20,3.4992406368255615
605,right,[28  8],[16  9],Z,right,red,20,3.496641159057617
606,right,[29  9],[16  7],Z,right,red,20,3.499934434890747
607,right,[29  9],[3 7],Z,left,red,20,3.4948272705078125
608,down,[9 9],[11 14],Z,bottom,red,20,3.496042490005493
609,right,[27  7],[14  6],Z,right,red,20,3.495414972305298
610,up,[ 9 13],[4 7],Z,left,red,20,3.4974114894866943
611,up,[9 7],[11  4],Z,top,red,20,3.49836802482605
612,up,[ 10 -10],[11  4],Z,top,red,20,3.493133306503296
613,right,[29  9],[15 11],Z,right,red,20,3.4947102069854736
614,right,[29  9],[10 12],Z,center,red,20,3.4950785636901855
615,right,[29  9],[16  9],Z,right,red,20,3.58705472946167
616,right,[29  9],[16  7],Z,right,red,20,3.495590925216675
617,up,[ 9 13],[ 2 15],Z,bottom left,red,20,3.4945099353790283
618,right,[29  9],[13  9],Z,right,red,20,3.4974522590637207
619,up,[9 7],[6 4],Z,top,red,20,3.493093490600586
620,right,[29  9],[4 2],Z,top left,blue,20,3.496675968170166
621,right,[29  9],[ 5 13],Z,bottom left,blue,20,3.49977970123291
622,right,[29  9],[16 15],Z,bottom right,blue,20,3.4973092079162598
623,right,[29  9],[16 13],Z,bottom right,blue,20,3.498082160949707
624,up,[  9 -11],[4 4],Z,top left,blue,20,3.504483699798584
625,right,[29  9],[14  6],Z,right,blue,20,3.5498900413513184
626,right,[29  9],[ 9 11],Z,center,blue,20,3.504990577697754
627,right,[29  9],[13 15],Z,bottom right,blue,20,3.5061817169189453
628,up,[10 14],[3 8],Z,left,blue,20,3.502781629562378
629,right,[29  9],[13 13],Z,bottom right,blue,20,3.4956626892089844
630,right,[29  9],[8 8],Z,center,blue,20,3.5099382400512695
631,right,[29  9],[13 14],Z,bottom right,blue,20,3.494816780090332
632,right,[27  7],[10  2],Z,top,blue,20,3.6089136600494385
633,down,[14 14],[ 7 15],Z,bottom,blue,20,3.4894680976867676
634,right,[28  8],[13  8],Z,right,blue,20,3.4839351177215576
635,right,[28  8],[10 14],Z,bottom,blue,20,3.487823009490967
636,down,[9 9],[ 2 14],Z,bottom left,blue,20,3.4822380542755127
637,right,[29  9],[15  2],Z,top right,blue,20,3.4871480464935303
638,up,[11 -9],[9 4],Z,top,blue,20,3.5006628036499023
639,right,[29  9],[15  6],Z,right,blue,20,3.5067505836486816
640,right,[29  9],[14  6],Z,right,green,20,3.5062620639801025
641,up,[  9 -11],[3 2],Z,top left,green,20,3.4872994422912598
642,right,[29  9],[ 7 13],Z,bottom,green,20,3.4882118701934814
643,right,[29  9],[13 11],Z,right,green,20,3.4878156185150146
644,down,[12  8],[ 4 11],Z,left,green,20,3.4872798919677734
645,right,[29  9],[ 6 16],Z,bottom,green,20,3.4914917945861816
646,right,[29  9],[ 9 15],Z,bottom,green,20,3.493851661682129
647,right,[29  9],[16 12],Z,right,green,20,3.4908390045166016
648,up,[  9 -11],[5 4],Z,top left,green,20,3.491260290145874
649,right,[29  9],[15  9],Z,right,green,20,3.622786045074463
650,right,[29  9],[15  9],Z,right,green,20,3.510789632797241
651,right,[29  9],[8 9],Z,center,green,20,3.493274211883545
652,up,[  9 -11],[8 3],Z,top,green,20,3.4949395656585693
653,down,[17 13],[ 8 14],Z,bottom,green,20,3.4901912212371826
654,right,[26 10],[11 13],Z,bottom,green,20,3.490342617034912
655,right,[29  9],[ 6 13],Z,bottom,green,20,3.49143123626709
656,right,[29  9],[10 16],Z,bottom,green,20,3.5052907466888428
657,right,[29  9],[ 7 11],Z,center,green,20,3.488111972808838
658,down,[ 9 13],[ 4 11],Z,left,green,20,3.5183517932891846
659,right,[24  4],[5 7],Z,left,green,20,3.499378204345703
660,up,[13 -7],[6 5],Z,top,yellow,20,3.490675687789917
661,right,[29  9],[ 8 13],Z,bottom,yellow,20,3.4941694736480713
662,right,[29  9],[5 2],Z,top left,yellow,20,3.4909908771514893
663,right,[29  9],[14 14],Z,bottom right,yellow,20,3.496968984603882
664,right,[29  9],[16 12],Z,right,yellow,20,3.4954991340637207
665,down,[9 9],[ 3 11],Z,left,yellow,20,3.4934163093566895
666,up,[  9 -11],[2 7],Z,left,yellow,20,3.6002390384674072
667,up,[16 -4],[8 3],Z,top,yellow,20,3.500737428665161
668,down,[ 9 11],[2 9],Z,left,yellow,20,3.497541904449463
669,right,[28  8],[15  2],Z,top right,yellow,20,3.4956753253936768
670,right,[27  7],[6 3],Z,top,yellow,20,3.487678050994873
671,up,[  9 -11],[11  4],Z,top,yellow,20,3.4879403114318848
672,up,[  9 -11],[7 5],Z,top,yellow,20,3.4846150875091553
673,down,[17  7],[3 6],Z,left,yellow,20,3.4833571910858154
674,right,[29  9],[ 7 16],Z,bottom,yellow,20,3.4845387935638428
675,right,[29  9],[ 7 10],Z,center,yellow,20,3.4838201999664307
676,right,[29  9],[11  7],Z,center,yellow,20,3.490072011947632
677,right,[21  1],[9 3],Z,top,yellow,20,3.488464832305908
678,right,[29  9],[6 7],Z,center,yellow,20,3.4853172302246094
679,down,[9 9],[ 6 13],Z,bottom,yellow,20,3.480358123779297
680,up,[11  7],[4 7],Z,left,cyan,20,3.4839794635772705
681,right,[29  9],[ 9 11],Z,center,cyan,20,3.488762378692627
682,right,[29  9],[6 8],Z,center,cyan,20,3.4870307445526123
683,right,[27  7],[12  7],Z,center,cyan,20,3.5674045085906982
684,right,[29  9],[12 10],Z,center,cyan,20,3.5190391540527344
685,right,[26  6],[2 2],Z,top left,cyan,20,3.497053384780884
686,right,[29  9],[ 8 12],Z,center,cyan,20,3.503183364868164
687,right,[29  9],[11  6],Z,center,cyan,20,3.4933462142944336
688,right,[29  9],[13 13],Z,bottom right,cyan,20,3.4943935871124268
689,right,[29  9],[16  9],Z,right,cyan,20,3.49372935295105
690,right,[29  9],[ 6 14],Z,bottom,cyan,20,3.487762451171875
691,right,[29  9],[16  8],Z,right,cyan,20,3.490828037261963
692,right,[29  9],[6 8],Z,center,cyan,20,3.507723808288574
693,right,[29  9],[6 8],Z,center,cyan,20,3.489992141723633
694,right,[29  9],[6 7],Z,center,cyan,20,3.493098258972168
695,right,[29  9],[ 5 13],Z,bottom left,cyan,20,3.4899277687072754
696,up,[  9 -11],[4 5],Z,top left,cyan,20,3.490737199783325
697,right,[29  9],[13  8],Z,right,cyan,20,3.488809108734131
698,right,[29  9],[16 14],Z,bottom right,cyan,20,3.490206003189087
699,down,[9 7],[3 8],Z,left,cyan,20,3.4926116466522217
700,right,[29  9],[ 7 14],Z,bottom,magenta,20,3.540210723876953
701,right,[29  9],[14 15],Z,bottom right,magenta,20,3.6955645084381104
702,right,[29  9],[12 11],Z,center,magenta,20,3.4866738319396973
703,up,[9 9],[13 13],Z,bottom right,magenta,20,3.4898152351379395
704,right,[29  9],[9 7],Z,center,magenta,20,3.4845430850982666
705,right,[29  9],[8 5],Z,top,magenta,20,3.4915082454681396
706,right,[29  9],[ 9 10],Z,center,magenta,20,3.4942946434020996
707,right,[24 14],[4 9],Z,left,magenta,20,3.4884755611419678
708,right,[29  9],[6 7],Z,center,magenta,20,3.490114212036133
709,right,[29  9],[ 3 10],Z,left,magenta,20,3.5127010345458984
710,right,[29  9],[9 7],Z,center,magenta,20,3.4879038333892822
711,right,[29  9],[14  4],Z,top right,magenta,20,3.4908366203308105
712,right,[29  9],[ 8 15],Z,bottom,magenta,20,3.491461992263794
713,right,[29  9],[ 5 10],Z,left,magenta,20,3.4877443313598633
714,right,[29  9],[13  7],Z,right,magenta,20,3.4861674308776855
715,right,[29  9],[ 9 12],Z,center,magenta,20,3.4957468509674072
716,right,[29  9],[13  6],Z,right,magenta,20,3.5139784812927246
717,right,[26  6],[ 5 11],Z,left,magenta,20,3.5088634490966797
718,right,[29  9],[11 10],Z,center,magenta,20,3.5839951038360596
719,right,[29  9],[15 16],Z,bottom right,magenta,20,3.5019147396087646
