predictions,gts,ids
grip,grip,"""training_data/easy/boards/boards421/step_10.png"""
up,left,"""training_data/easy/boards/boards1452/step_0.png"""
up,up,"""training_data/easy/boards/boards1452/step_1.png"""
up,up,"""training_data/easy/boards/boards1452/step_2.png"""
up,up,"""training_data/easy/boards/boards1452/step_3.png"""
up,up,"""training_data/easy/boards/boards1452/step_4.png"""
up,left,"""training_data/easy/boards/boards1452/step_5.png"""
up,up,"""training_data/easy/boards/boards1452/step_6.png"""
up,up,"""training_data/easy/boards/boards1452/step_7.png"""
up,up,"""training_data/easy/boards/boards1452/step_8.png"""
left,left,"""training_data/easy/boards/boards1452/step_9.png"""
grip,grip,"""training_data/easy/boards/boards1452/step_10.png"""
up,up,"""training_data/easy/boards/boards2423/step_0.png"""
up,right,"""training_data/easy/boards/boards2423/step_1.png"""
up,up,"""training_data/easy/boards/boards2423/step_2.png"""
right,right,"""training_data/easy/boards/boards2423/step_3.png"""
grip,grip,"""training_data/easy/boards/boards2423/step_4.png"""
down,down,"""training_data/easy/boards/boards3408/step_0.png"""
left,down,"""training_data/easy/boards/boards3408/step_1.png"""
left down,left,"""training_data/easy/boards/boards3408/step_2.png"""
down left,left,"""training_data/easy/boards/boards3408/step_3.png"""
down left,down,"""training_data/easy/boards/boards3408/step_4.png"""
down left,left,"""training_data/easy/boards/boards3408/step_5.png"""
down left,left,"""training_data/easy/boards/boards3408/step_6.png"""
down,down,"""training_data/easy/boards/boards3408/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3408/step_8.png"""
down,down,"""training_data/easy/boards/boards3344/step_0.png"""
down,down,"""training_data/easy/boards/boards3344/step_1.png"""
down,left,"""training_data/easy/boards/boards3344/step_2.png"""
down,down,"""training_data/easy/boards/boards3344/step_3.png"""
down,down,"""training_data/easy/boards/boards3344/step_4.png"""
down,down,"""training_data/easy/boards/boards3344/step_5.png"""
down,down,"""training_data/easy/boards/boards3344/step_6.png"""
down,down,"""training_data/easy/boards/boards3344/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3344/step_8.png"""
left,left,"""training_data/easy/boards/boards2319/step_0.png"""
left,left,"""training_data/easy/boards/boards2319/step_1.png"""
left,down,"""training_data/easy/boards/boards2319/step_2.png"""
left down,down,"""training_data/easy/boards/boards2319/step_3.png"""
left down,down,"""training_data/easy/boards/boards2319/step_4.png"""
left down left,left,"""training_data/easy/boards/boards2319/step_5.png"""
left down,down,"""training_data/easy/boards/boards2319/step_6.png"""
left down left,down,"""training_data/easy/boards/boards2319/step_7.png"""
left,left,"""training_data/easy/boards/boards2319/step_8.png"""
left,left,"""training_data/easy/boards/boards2319/step_9.png"""
left,left,"""training_data/easy/boards/boards2319/step_10.png"""
left,left,"""training_data/easy/boards/boards2319/step_11.png"""
grip,grip,"""training_data/easy/boards/boards2319/step_12.png"""
up,left,"""training_data/easy/boards/boards732/step_0.png"""
up,left,"""training_data/easy/boards/boards732/step_1.png"""
up,up,"""training_data/easy/boards/boards732/step_2.png"""
up,up,"""training_data/easy/boards/boards732/step_3.png"""
grip,grip,"""training_data/easy/boards/boards732/step_4.png"""
down,down,"""training_data/easy/boards/boards2653/step_0.png"""
down,down,"""training_data/easy/boards/boards2653/step_1.png"""
down,down,"""training_data/easy/boards/boards2653/step_2.png"""
down,down,"""training_data/easy/boards/boards2653/step_3.png"""
down,down,"""training_data/easy/boards/boards2653/step_4.png"""
down,down,"""training_data/easy/boards/boards2653/step_5.png"""
grip,grip,"""training_data/easy/boards/boards2653/step_6.png"""
up,up,"""training_data/easy/boards/boards742/step_0.png"""
up,up,"""training_data/easy/boards/boards742/step_1.png"""
up,up,"""training_data/easy/boards/boards742/step_2.png"""
right,right,"""training_data/easy/boards/boards742/step_3.png"""
grip,grip,"""training_data/easy/boards/boards742/step_4.png"""
down,down,"""training_data/easy/boards/boards569/step_0.png"""
down,left,"""training_data/easy/boards/boards569/step_1.png"""
down,left,"""training_data/easy/boards/boards569/step_2.png"""
down,down,"""training_data/easy/boards/boards569/step_3.png"""
down,down,"""training_data/easy/boards/boards569/step_4.png"""
down,down,"""training_data/easy/boards/boards569/step_5.png"""
grip,grip,"""training_data/easy/boards/boards569/step_6.png"""
up,up,"""training_data/easy/boards/boards2288/step_0.png"""
up,up,"""training_data/easy/boards/boards2288/step_1.png"""
up,up,"""training_data/easy/boards/boards2288/step_2.png"""
up,up,"""training_data/easy/boards/boards2288/step_3.png"""
up,right,"""training_data/easy/boards/boards2288/step_4.png"""
up,right,"""training_data/easy/boards/boards2288/step_5.png"""
up,up,"""training_data/easy/boards/boards2288/step_6.png"""
up,up,"""training_data/easy/boards/boards2288/step_7.png"""
right,right,"""training_data/easy/boards/boards2288/step_8.png"""
grip,grip,"""training_data/easy/boards/boards2288/step_9.png"""
down right,right,"""training_data/easy/boards/boards888/step_0.png"""
down right,down,"""training_data/easy/boards/boards888/step_1.png"""
down right,right,"""training_data/easy/boards/boards888/step_2.png"""
down right,down,"""training_data/easy/boards/boards888/step_3.png"""
down right,down,"""training_data/easy/boards/boards888/step_4.png"""
right down right,down,"""training_data/easy/boards/boards888/step_5.png"""
right down right,right,"""training_data/easy/boards/boards888/step_6.png"""
right down right,down,"""training_data/easy/boards/boards888/step_7.png"""
right down right,right,"""training_data/easy/boards/boards888/step_8.png"""
right down right,down,"""training_data/easy/boards/boards888/step_9.png"""
right,right,"""training_data/easy/boards/boards888/step_10.png"""
grip,grip,"""training_data/easy/boards/boards888/step_11.png"""
up,up,"""training_data/easy/boards/boards819/step_0.png"""
up,up,"""training_data/easy/boards/boards819/step_1.png"""
up,up,"""training_data/easy/boards/boards819/step_2.png"""
up,up,"""training_data/easy/boards/boards819/step_3.png"""
up,right,"""training_data/easy/boards/boards819/step_4.png"""
up,up,"""training_data/easy/boards/boards819/step_5.png"""
up,up,"""training_data/easy/boards/boards819/step_6.png"""
up,up,"""training_data/easy/boards/boards819/step_7.png"""
grip,grip,"""training_data/easy/boards/boards819/step_8.png"""
left,left,"""training_data/easy/boards/boards1661/step_0.png"""
up,left,"""training_data/easy/boards/boards1661/step_1.png"""
up,left,"""training_data/easy/boards/boards1661/step_2.png"""
up,up,"""training_data/easy/boards/boards1661/step_3.png"""
up,up,"""training_data/easy/boards/boards1661/step_4.png"""
grip,grip,"""training_data/easy/boards/boards1661/step_5.png"""
up,up,"""training_data/easy/boards/boards1687/step_0.png"""
up,left,"""training_data/easy/boards/boards1687/step_1.png"""
up,left,"""training_data/easy/boards/boards1687/step_2.png"""
up,up,"""training_data/easy/boards/boards1687/step_3.png"""
up left,up,"""training_data/easy/boards/boards1687/step_4.png"""
up left,up,"""training_data/easy/boards/boards1687/step_5.png"""
up,left,"""training_data/easy/boards/boards1687/step_6.png"""
up,up,"""training_data/easy/boards/boards1687/step_7.png"""
up,left,"""training_data/easy/boards/boards1687/step_8.png"""
up,up,"""training_data/easy/boards/boards1687/step_9.png"""
up,up,"""training_data/easy/boards/boards1687/step_10.png"""
grip,grip,"""training_data/easy/boards/boards1687/step_11.png"""
left,left,"""training_data/easy/boards/boards1603/step_0.png"""
left,down,"""training_data/easy/boards/boards1603/step_1.png"""
left down,down,"""training_data/easy/boards/boards1603/step_2.png"""
left,down,"""training_data/easy/boards/boards1603/step_3.png"""
left,down,"""training_data/easy/boards/boards1603/step_4.png"""
left,left,"""training_data/easy/boards/boards1603/step_5.png"""
left,left,"""training_data/easy/boards/boards1603/step_6.png"""
left,left,"""training_data/easy/boards/boards1603/step_7.png"""
left,left,"""training_data/easy/boards/boards1603/step_8.png"""
left,left,"""training_data/easy/boards/boards1603/step_9.png"""
left,down,"""training_data/easy/boards/boards1603/step_10.png"""
left,left,"""training_data/easy/boards/boards1603/step_11.png"""
grip,grip,"""training_data/easy/boards/boards1603/step_12.png"""
left,left,"""training_data/easy/boards/boards1691/step_0.png"""
left,left,"""training_data/easy/boards/boards1691/step_1.png"""
left,left,"""training_data/easy/boards/boards1691/step_2.png"""
left,left,"""training_data/easy/boards/boards1691/step_3.png"""
left,left,"""training_data/easy/boards/boards1691/step_4.png"""
left,left,"""training_data/easy/boards/boards1691/step_5.png"""
down,down,"""training_data/easy/boards/boards1691/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1691/step_7.png"""
right,up,"""training_data/easy/boards/boards2757/step_0.png"""
right,right,"""training_data/easy/boards/boards2757/step_1.png"""
right,right,"""training_data/easy/boards/boards2757/step_2.png"""
right,right,"""training_data/easy/boards/boards2757/step_3.png"""
grip,grip,"""training_data/easy/boards/boards2757/step_4.png"""
up,up,"""training_data/easy/boards/boards950/step_0.png"""
grip,grip,"""training_data/easy/boards/boards950/step_1.png"""
left,left,"""training_data/easy/boards/boards2867/step_0.png"""
left,down,"""training_data/easy/boards/boards2867/step_1.png"""
left,left,"""training_data/easy/boards/boards2867/step_2.png"""
left,left,"""training_data/easy/boards/boards2867/step_3.png"""
left,left,"""training_data/easy/boards/boards2867/step_4.png"""
left,left,"""training_data/easy/boards/boards2867/step_5.png"""
left,left,"""training_data/easy/boards/boards2867/step_6.png"""
left,down,"""training_data/easy/boards/boards2867/step_7.png"""
left,left,"""training_data/easy/boards/boards2867/step_8.png"""
grip,grip,"""training_data/easy/boards/boards2867/step_9.png"""
left,up,"""training_data/easy/boards/boards2947/step_0.png"""
left,up,"""training_data/easy/boards/boards2947/step_1.png"""
left,left,"""training_data/easy/boards/boards2947/step_2.png"""
left,left,"""training_data/easy/boards/boards2947/step_3.png"""
left,left,"""training_data/easy/boards/boards2947/step_4.png"""
left,left,"""training_data/easy/boards/boards2947/step_5.png"""
left,left,"""training_data/easy/boards/boards2947/step_6.png"""
grip,grip,"""training_data/easy/boards/boards2947/step_7.png"""
up,up,"""training_data/easy/boards/boards278/step_0.png"""
up,up,"""training_data/easy/boards/boards278/step_1.png"""
up,right,"""training_data/easy/boards/boards278/step_2.png"""
up,right,"""training_data/easy/boards/boards278/step_3.png"""
up,up,"""training_data/easy/boards/boards278/step_4.png"""
up,up,"""training_data/easy/boards/boards278/step_5.png"""
up,up,"""training_data/easy/boards/boards278/step_6.png"""
grip,grip,"""training_data/easy/boards/boards278/step_7.png"""
down,down,"""training_data/easy/boards/boards1089/step_0.png"""
down,left,"""training_data/easy/boards/boards1089/step_1.png"""
down,left,"""training_data/easy/boards/boards1089/step_2.png"""
down,down,"""training_data/easy/boards/boards1089/step_3.png"""
down,down,"""training_data/easy/boards/boards1089/step_4.png"""
down,down,"""training_data/easy/boards/boards1089/step_5.png"""
grip,grip,"""training_data/easy/boards/boards1089/step_6.png"""
up,up,"""training_data/easy/boards/boards1559/step_0.png"""
up,up,"""training_data/easy/boards/boards1559/step_1.png"""
right,right,"""training_data/easy/boards/boards1559/step_2.png"""
grip,grip,"""training_data/easy/boards/boards1559/step_3.png"""
up,right,"""training_data/easy/boards/boards3095/step_0.png"""
up,up,"""training_data/easy/boards/boards3095/step_1.png"""
grip,grip,"""training_data/easy/boards/boards3095/step_2.png"""
left,left,"""training_data/easy/boards/boards2183/step_0.png"""
left,up,"""training_data/easy/boards/boards2183/step_1.png"""
left,left,"""training_data/easy/boards/boards2183/step_2.png"""
left,up,"""training_data/easy/boards/boards2183/step_3.png"""
left,up,"""training_data/easy/boards/boards2183/step_4.png"""
left,left,"""training_data/easy/boards/boards2183/step_5.png"""
left,left,"""training_data/easy/boards/boards2183/step_6.png"""
left,up,"""training_data/easy/boards/boards2183/step_7.png"""
left,left,"""training_data/easy/boards/boards2183/step_8.png"""
grip,grip,"""training_data/easy/boards/boards2183/step_9.png"""
left,left,"""training_data/easy/boards/boards1813/step_0.png"""
left,down,"""training_data/easy/boards/boards1813/step_1.png"""
left,down,"""training_data/easy/boards/boards1813/step_2.png"""
left,down,"""training_data/easy/boards/boards1813/step_3.png"""
left,left,"""training_data/easy/boards/boards1813/step_4.png"""
left,left,"""training_data/easy/boards/boards1813/step_5.png"""
left,left,"""training_data/easy/boards/boards1813/step_6.png"""
left,left,"""training_data/easy/boards/boards1813/step_7.png"""
left,left,"""training_data/easy/boards/boards1813/step_8.png"""
left,down,"""training_data/easy/boards/boards1813/step_9.png"""
left,left,"""training_data/easy/boards/boards1813/step_10.png"""
grip,grip,"""training_data/easy/boards/boards1813/step_11.png"""
up,left,"""training_data/easy/boards/boards77/step_0.png"""
up,left,"""training_data/easy/boards/boards77/step_1.png"""
up,up,"""training_data/easy/boards/boards77/step_2.png"""
up,up,"""training_data/easy/boards/boards77/step_3.png"""
up,left,"""training_data/easy/boards/boards77/step_4.png"""
up,up,"""training_data/easy/boards/boards77/step_5.png"""
up,up,"""training_data/easy/boards/boards77/step_6.png"""
up,up,"""training_data/easy/boards/boards77/step_7.png"""
up,up,"""training_data/easy/boards/boards77/step_8.png"""
grip,grip,"""training_data/easy/boards/boards77/step_9.png"""
down,right,"""training_data/easy/boards/boards486/step_0.png"""
down,down,"""training_data/easy/boards/boards486/step_1.png"""
down,down,"""training_data/easy/boards/boards486/step_2.png"""
grip,grip,"""training_data/easy/boards/boards486/step_3.png"""
left,left,"""training_data/easy/boards/boards1818/step_0.png"""
down left,left,"""training_data/easy/boards/boards1818/step_1.png"""
left,down,"""training_data/easy/boards/boards1818/step_2.png"""
left,down,"""training_data/easy/boards/boards1818/step_3.png"""
left,left,"""training_data/easy/boards/boards1818/step_4.png"""
down left,left,"""training_data/easy/boards/boards1818/step_5.png"""
down left,left,"""training_data/easy/boards/boards1818/step_6.png"""
down left,left,"""training_data/easy/boards/boards1818/step_7.png"""
down,down,"""training_data/easy/boards/boards1818/step_8.png"""
down,down,"""training_data/easy/boards/boards1818/step_9.png"""
down,left,"""training_data/easy/boards/boards1818/step_10.png"""
down,down,"""training_data/easy/boards/boards1818/step_11.png"""
down,down,"""training_data/easy/boards/boards1818/step_12.png"""
grip,grip,"""training_data/easy/boards/boards1818/step_13.png"""
left,left,"""training_data/easy/boards/boards2364/step_0.png"""
left,left,"""training_data/easy/boards/boards2364/step_1.png"""
down left,down,"""training_data/easy/boards/boards2364/step_2.png"""
left,down,"""training_data/easy/boards/boards2364/step_3.png"""
left down,down,"""training_data/easy/boards/boards2364/step_4.png"""
left,left,"""training_data/easy/boards/boards2364/step_5.png"""
left,down,"""training_data/easy/boards/boards2364/step_6.png"""
left,left,"""training_data/easy/boards/boards2364/step_7.png"""
down left,down,"""training_data/easy/boards/boards2364/step_8.png"""
left,down,"""training_data/easy/boards/boards2364/step_9.png"""
left,left,"""training_data/easy/boards/boards2364/step_10.png"""
left,left,"""training_data/easy/boards/boards2364/step_11.png"""
left,left,"""training_data/easy/boards/boards2364/step_12.png"""
grip,grip,"""training_data/easy/boards/boards2364/step_13.png"""
down,down,"""training_data/easy/boards/boards3499/step_0.png"""
down,down,"""training_data/easy/boards/boards3499/step_1.png"""
down,down,"""training_data/easy/boards/boards3499/step_2.png"""
down,left,"""training_data/easy/boards/boards3499/step_3.png"""
down,down,"""training_data/easy/boards/boards3499/step_4.png"""
down,down,"""training_data/easy/boards/boards3499/step_5.png"""
down,down,"""training_data/easy/boards/boards3499/step_6.png"""
grip,grip,"""training_data/easy/boards/boards3499/step_7.png"""
down,left,"""training_data/easy/boards/boards2437/step_0.png"""
down,down,"""training_data/easy/boards/boards2437/step_1.png"""
down,down,"""training_data/easy/boards/boards2437/step_2.png"""
down,down,"""training_data/easy/boards/boards2437/step_3.png"""
down,down,"""training_data/easy/boards/boards2437/step_4.png"""
left,down,"""training_data/easy/boards/boards2437/step_5.png"""
left,left,"""training_data/easy/boards/boards2437/step_6.png"""
left,left,"""training_data/easy/boards/boards2437/step_7.png"""
grip,grip,"""training_data/easy/boards/boards2437/step_8.png"""
right,right,"""training_data/easy/boards/boards1211/step_0.png"""
right,right,"""training_data/easy/boards/boards1211/step_1.png"""
right down right,down,"""training_data/easy/boards/boards1211/step_2.png"""
right right down right,right,"""training_data/easy/boards/boards1211/step_3.png"""
right down,right,"""training_data/easy/boards/boards1211/step_4.png"""
down,down,"""training_data/easy/boards/boards1211/step_5.png"""
grip,grip,"""training_data/easy/boards/boards1211/step_6.png"""
down left,down,"""training_data/easy/boards/boards1142/step_0.png"""
left,down,"""training_data/easy/boards/boards1142/step_1.png"""
left,left,"""training_data/easy/boards/boards1142/step_2.png"""
left down,left,"""training_data/easy/boards/boards1142/step_3.png"""
left,left,"""training_data/easy/boards/boards1142/step_4.png"""
down,down,"""training_data/easy/boards/boards1142/step_5.png"""
left,left,"""training_data/easy/boards/boards1142/step_6.png"""
down,down,"""training_data/easy/boards/boards1142/step_7.png"""
grip,grip,"""training_data/easy/boards/boards1142/step_8.png"""
down,down,"""training_data/easy/boards/boards1005/step_0.png"""
down,down,"""training_data/easy/boards/boards1005/step_1.png"""
down,down,"""training_data/easy/boards/boards1005/step_2.png"""
down,down,"""training_data/easy/boards/boards1005/step_3.png"""
down,left,"""training_data/easy/boards/boards1005/step_4.png"""
down,down,"""training_data/easy/boards/boards1005/step_5.png"""
down,down,"""training_data/easy/boards/boards1005/step_6.png"""
down,down,"""training_data/easy/boards/boards1005/step_7.png"""
grip,grip,"""training_data/easy/boards/boards1005/step_8.png"""
left,left,"""training_data/easy/boards/boards3193/step_0.png"""
left,left,"""training_data/easy/boards/boards3193/step_1.png"""
left,left,"""training_data/easy/boards/boards3193/step_2.png"""
left,left,"""training_data/easy/boards/boards3193/step_3.png"""
up left,left,"""training_data/easy/boards/boards3193/step_4.png"""
up left,up,"""training_data/easy/boards/boards3193/step_5.png"""
left,left,"""training_data/easy/boards/boards3193/step_6.png"""
up,up,"""training_data/easy/boards/boards3193/step_7.png"""
left,left,"""training_data/easy/boards/boards3193/step_8.png"""
grip,grip,"""training_data/easy/boards/boards3193/step_9.png"""
right,right,"""training_data/easy/boards/boards1245/step_0.png"""
up,up,"""training_data/easy/boards/boards1245/step_1.png"""
right,up,"""training_data/easy/boards/boards1245/step_2.png"""
right,right,"""training_data/easy/boards/boards1245/step_3.png"""
right,up,"""training_data/easy/boards/boards1245/step_4.png"""
right,up,"""training_data/easy/boards/boards1245/step_5.png"""
right,right,"""training_data/easy/boards/boards1245/step_6.png"""
right,right,"""training_data/easy/boards/boards1245/step_7.png"""
up,right,"""training_data/easy/boards/boards1245/step_8.png"""
up,up,"""training_data/easy/boards/boards1245/step_9.png"""
up,up,"""training_data/easy/boards/boards1245/step_10.png"""
grip,grip,"""training_data/easy/boards/boards1245/step_11.png"""
up right,up,"""training_data/easy/boards/boards3164/step_0.png"""
right,up,"""training_data/easy/boards/boards3164/step_1.png"""
right,up,"""training_data/easy/boards/boards3164/step_2.png"""
right,up,"""training_data/easy/boards/boards3164/step_3.png"""
right,right,"""training_data/easy/boards/boards3164/step_4.png"""
right,right,"""training_data/easy/boards/boards3164/step_5.png"""
right,right,"""training_data/easy/boards/boards3164/step_6.png"""
right,up,"""training_data/easy/boards/boards3164/step_7.png"""
right,up,"""training_data/easy/boards/boards3164/step_8.png"""
right,up,"""training_data/easy/boards/boards3164/step_9.png"""
right,right,"""training_data/easy/boards/boards3164/step_10.png"""
right,right,"""training_data/easy/boards/boards3164/step_11.png"""
right,right,"""training_data/easy/boards/boards3164/step_12.png"""
grip,grip,"""training_data/easy/boards/boards3164/step_13.png"""
up,up,"""training_data/easy/boards/boards2293/step_0.png"""
up,up,"""training_data/easy/boards/boards2293/step_1.png"""
up,left,"""training_data/easy/boards/boards2293/step_2.png"""
up,up,"""training_data/easy/boards/boards2293/step_3.png"""
up,up,"""training_data/easy/boards/boards2293/step_4.png"""
left,left,"""training_data/easy/boards/boards2293/step_5.png"""
left,left,"""training_data/easy/boards/boards2293/step_6.png"""
up,up,"""training_data/easy/boards/boards2293/step_7.png"""
grip,grip,"""training_data/easy/boards/boards2293/step_8.png"""
up,left,"""training_data/easy/boards/boards1935/step_0.png"""
up,up,"""training_data/easy/boards/boards1935/step_1.png"""
left,left,"""training_data/easy/boards/boards1935/step_2.png"""
up,left,"""training_data/easy/boards/boards1935/step_3.png"""
up,up,"""training_data/easy/boards/boards1935/step_4.png"""
grip,grip,"""training_data/easy/boards/boards1935/step_5.png"""
left,left,"""training_data/easy/boards/boards1934/step_0.png"""
left,left,"""training_data/easy/boards/boards1934/step_1.png"""
left,left,"""training_data/easy/boards/boards1934/step_2.png"""
left,left,"""training_data/easy/boards/boards1934/step_3.png"""
left,left,"""training_data/easy/boards/boards1934/step_4.png"""
grip,grip,"""training_data/easy/boards/boards1934/step_5.png"""
down left,down,"""training_data/easy/boards/boards2279/step_0.png"""
down,down,"""training_data/easy/boards/boards2279/step_1.png"""
down left,left,"""training_data/easy/boards/boards2279/step_2.png"""
down left,down,"""training_data/easy/boards/boards2279/step_3.png"""
down left,left,"""training_data/easy/boards/boards2279/step_4.png"""
down left,down,"""training_data/easy/boards/boards2279/step_5.png"""
left down,left,"""training_data/easy/boards/boards2279/step_6.png"""
down left,left,"""training_data/easy/boards/boards2279/step_7.png"""
down left,down,"""training_data/easy/boards/boards2279/step_8.png"""
down left,down,"""training_data/easy/boards/boards2279/step_9.png"""
left down,left,"""training_data/easy/boards/boards2279/step_10.png"""
down left,left,"""training_data/easy/boards/boards2279/step_11.png"""
down,down,"""training_data/easy/boards/boards2279/step_12.png"""
grip,grip,"""training_data/easy/boards/boards2279/step_13.png"""
left,down,"""training_data/easy/boards/boards2280/step_0.png"""
left,left,"""training_data/easy/boards/boards2280/step_1.png"""
left,down,"""training_data/easy/boards/boards2280/step_2.png"""
left down left,left,"""training_data/easy/boards/boards2280/step_3.png"""
left,down,"""training_data/easy/boards/boards2280/step_4.png"""
left,left,"""training_data/easy/boards/boards2280/step_5.png"""
left,left,"""training_data/easy/boards/boards2280/step_6.png"""
left,left,"""training_data/easy/boards/boards2280/step_7.png"""
grip,grip,"""training_data/easy/boards/boards2280/step_8.png"""
left,left,"""training_data/easy/boards/boards3438/step_0.png"""
grip,grip,"""training_data/easy/boards/boards3438/step_1.png"""
up,up,"""training_data/easy/boards/boards1615/step_0.png"""
up,up,"""training_data/easy/boards/boards1615/step_1.png"""
left,left,"""training_data/easy/boards/boards1615/step_2.png"""
up,up,"""training_data/easy/boards/boards1615/step_3.png"""
left,up,"""training_data/easy/boards/boards1615/step_4.png"""
left,left,"""training_data/easy/boards/boards1615/step_5.png"""
left,up,"""training_data/easy/boards/boards1615/step_6.png"""
left,left,"""training_data/easy/boards/boards1615/step_7.png"""
left,left,"""training_data/easy/boards/boards1615/step_8.png"""
grip,grip,"""training_data/easy/boards/boards1615/step_9.png"""
up,right,"""training_data/easy/boards/boards1507/step_0.png"""
up,up,"""training_data/easy/boards/boards1507/step_1.png"""
up,up,"""training_data/easy/boards/boards1507/step_2.png"""
right,up,"""training_data/easy/boards/boards1507/step_3.png"""
right,up,"""training_data/easy/boards/boards1507/step_4.png"""
right,right,"""training_data/easy/boards/boards1507/step_5.png"""
right,right,"""training_data/easy/boards/boards1507/step_6.png"""
up,up,"""training_data/easy/boards/boards1507/step_7.png"""
right,right,"""training_data/easy/boards/boards1507/step_8.png"""
grip,grip,"""training_data/easy/boards/boards1507/step_9.png"""
up,left,"""training_data/easy/boards/boards1627/step_0.png"""
up,up,"""training_data/easy/boards/boards1627/step_1.png"""
up,left,"""training_data/easy/boards/boards1627/step_2.png"""
up,up,"""training_data/easy/boards/boards1627/step_3.png"""
up,left,"""training_data/easy/boards/boards1627/step_4.png"""
up,up,"""training_data/easy/boards/boards1627/step_5.png"""
up,up,"""training_data/easy/boards/boards1627/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1627/step_7.png"""
down right,right,"""training_data/easy/boards/boards2218/step_0.png"""
down right,right,"""training_data/easy/boards/boards2218/step_1.png"""
down,down,"""training_data/easy/boards/boards2218/step_2.png"""
down,right,"""training_data/easy/boards/boards2218/step_3.png"""
down right,down,"""training_data/easy/boards/boards2218/step_4.png"""
down right,right,"""training_data/easy/boards/boards2218/step_5.png"""
down,down,"""training_data/easy/boards/boards2218/step_6.png"""
down,right,"""training_data/easy/boards/boards2218/step_7.png"""
down,down,"""training_data/easy/boards/boards2218/step_8.png"""
down,down,"""training_data/easy/boards/boards2218/step_9.png"""
down,down,"""training_data/easy/boards/boards2218/step_10.png"""
down,down,"""training_data/easy/boards/boards2218/step_11.png"""
grip,grip,"""training_data/easy/boards/boards2218/step_12.png"""
right,down,"""training_data/easy/boards/boards355/step_0.png"""
right down,right,"""training_data/easy/boards/boards355/step_1.png"""
right down right,right,"""training_data/easy/boards/boards355/step_2.png"""
right down,down,"""training_data/easy/boards/boards355/step_3.png"""
right down right,right,"""training_data/easy/boards/boards355/step_4.png"""
right down right,down,"""training_data/easy/boards/boards355/step_5.png"""
right down down right,right,"""training_data/easy/boards/boards355/step_6.png"""
down,down,"""training_data/easy/boards/boards355/step_7.png"""
grip,grip,"""training_data/easy/boards/boards355/step_8.png"""
down,down,"""training_data/easy/boards/boards2909/step_0.png"""
down,left,"""training_data/easy/boards/boards2909/step_1.png"""
down,left,"""training_data/easy/boards/boards2909/step_2.png"""
down,down,"""training_data/easy/boards/boards2909/step_3.png"""
down,down,"""training_data/easy/boards/boards2909/step_4.png"""
down,down,"""training_data/easy/boards/boards2909/step_5.png"""
grip,grip,"""training_data/easy/boards/boards2909/step_6.png"""
right,right,"""training_data/easy/boards/boards1325/step_0.png"""
right,right,"""training_data/easy/boards/boards1325/step_1.png"""
right,right,"""training_data/easy/boards/boards1325/step_2.png"""
right,right,"""training_data/easy/boards/boards1325/step_3.png"""
grip,grip,"""training_data/easy/boards/boards1325/step_4.png"""
up,up,"""training_data/easy/boards/boards2430/step_0.png"""
right,up,"""training_data/easy/boards/boards2430/step_1.png"""
right,right,"""training_data/easy/boards/boards2430/step_2.png"""
right,right,"""training_data/easy/boards/boards2430/step_3.png"""
right,right,"""training_data/easy/boards/boards2430/step_4.png"""
grip,grip,"""training_data/easy/boards/boards2430/step_5.png"""
down,down,"""training_data/easy/boards/boards1208/step_0.png"""
down,down,"""training_data/easy/boards/boards1208/step_1.png"""
down left,down,"""training_data/easy/boards/boards1208/step_2.png"""
down left,down,"""training_data/easy/boards/boards1208/step_3.png"""
left down,left,"""training_data/easy/boards/boards1208/step_4.png"""
left,left,"""training_data/easy/boards/boards1208/step_5.png"""
left down,left,"""training_data/easy/boards/boards1208/step_6.png"""
down left,down,"""training_data/easy/boards/boards1208/step_7.png"""
left,down,"""training_data/easy/boards/boards1208/step_8.png"""
left,left,"""training_data/easy/boards/boards1208/step_9.png"""
grip,grip,"""training_data/easy/boards/boards1208/step_10.png"""
down,down,"""training_data/easy/boards/boards2554/step_0.png"""
down,down,"""training_data/easy/boards/boards2554/step_1.png"""
right down,right,"""training_data/easy/boards/boards2554/step_2.png"""
down,down,"""training_data/easy/boards/boards2554/step_3.png"""
grip,grip,"""training_data/easy/boards/boards2554/step_4.png"""
up,up,"""training_data/easy/boards/boards1830/step_0.png"""
up,up,"""training_data/easy/boards/boards1830/step_1.png"""
up,up,"""training_data/easy/boards/boards1830/step_2.png"""
up,right,"""training_data/easy/boards/boards1830/step_3.png"""
up,right,"""training_data/easy/boards/boards1830/step_4.png"""
up,right,"""training_data/easy/boards/boards1830/step_5.png"""
up,up,"""training_data/easy/boards/boards1830/step_6.png"""
up,up,"""training_data/easy/boards/boards1830/step_7.png"""
grip,grip,"""training_data/easy/boards/boards1830/step_8.png"""
up right,right,"""training_data/easy/boards/boards3078/step_0.png"""
up,right,"""training_data/easy/boards/boards3078/step_1.png"""
up,right,"""training_data/easy/boards/boards3078/step_2.png"""
up,up,"""training_data/easy/boards/boards3078/step_3.png"""
up,right,"""training_data/easy/boards/boards3078/step_4.png"""
up,up,"""training_data/easy/boards/boards3078/step_5.png"""
up,up,"""training_data/easy/boards/boards3078/step_6.png"""
up,right,"""training_data/easy/boards/boards3078/step_7.png"""
